text,source_party,source_name,bias_estimate,model_uncertainity,sentence_id,article_id
"Skoura The oasis and palmeraie of Skoura is like a fantasy from the Arabian Nights, where red Kasbahs rear above the tops of elegant palm trees.",Lean Left,the-independent,0,0,5c43ff4f-bd44-4b7d-b0b3-a3d4b79e8786,bab06592-9608-483f-8062-5d616aa2dc92
"If that statistic is true, given the current American population of over 300 million, that means tens of millions of Americans have gone to psychics.",Lean Right,the-christian-post,1,0,17d7f0a3-4111-4dea-bbea-40d90ee143fc,2e5322af-6ed4-40c4-98bb-23d6f79ec971
The other transfers were for insurance premiums and the $5.6 million that Trump posted in June as security while he appeals a civil jury verdict in favor of the writer E. Jean Carroll for sexually abusing her in the 1990s and for defaming her when she went public with her allegation when he was in the White House.,Center,cnbc,0,0,fa254225-7165-42fb-8e95-40e3f386def0,80b83bc4-0938-4a17-ae3f-de5bc6ee31a7
The BBC’s chief executive of news claimed on Thursday that placing investigations at Newsnight limited their reach within the BBC - offering as an example its NHS whistleblowing investigation that she said had not featured on the Today programme that morning.,Lean Left,the-guardian,1,1,ac19f751-139b-44f2-b37e-aa29d2c2ce6c,1d6b0bfc-feeb-4cb6-b161-3efcfa595f4a
"So, with our first Man Utd vs Chelsea prediction, we’re backing over 3.5 goals at 13/8 with SpreadEx.",Lean Left,the-independent,0,0,570500b5-205a-4982-b578-edad2544fe8b,c41c4e57-aae7-422e-85ff-110a37408160
"Not surprisingly, when Medicare Advantage promised broader coverage for less money - the same deduction would be taken from his Social Security check, but he would not need a supplemental Medigap plan since Medicare Advantage (sometimes referred to as Plan C) would provide coverage for most of the services that Traditional Medicare did not offer - Timmins quickly signed up.",Lean Left,truthout,0,0,a237644b-9d6a-4670-9151-6cc91f641091,c5d32329-a42d-400e-8669-6bc7e44e3ea8
"The best-case scenario is you’ll fall asleep, the worst is you’ll end up doing a monologue about some niche office politics.",Lean Left,the-independent,1,0,7146823c-a68f-4e85-a04c-ba43eb24be94,48ab1a6c-bfef-43c8-93e9-96242ec4d80e
"The truth is, however, barring a bolt from the blue, next year’s U.S. presidential election will feature Democratic incumbent Joe Biden running against Republican Donald Trump.",Left,alternet,0,0,4c167798-a0d4-4ff7-a0a3-736b16dd6fbd,debdbd4c-79f0-4140-807f-18756940e770
The U.S. investment firm has an overweight rating on PDD and raised its price target from $120 to $180 - representing a 26% upside from Monday's close.,Center,cnbc,0,0,da71b6a8-c92b-4c7c-ac15-32b81bb68257,12b85963-3d9a-4eb9-ade1-91107c8d1b68
"Here, celibacy appears less as a free choice than as a state of affairs almost tantamount to asexuality.",Lean Left,the-conversation,1,0,7b58c68e-b4d6-486a-8744-1807059e5a5c,ea781322-64dd-4fad-afee-80e3ed12c5f0
"Wolves vs Burnley predictions Both teams to score - 3/4 BetUK Hwang Hee-Chan to score any time - 5/2 bet365 Wolves over 2.5 cards - 21/20 Unibet Wolves and Burnley face off at Molineux in a crucial game at the bottom of the Premier League on Tuesday night (7.30pm, Prime Video).",Lean Left,the-independent,0,0,e275c14f-f31f-4e5e-b6fc-042126d3af24,ad09a855-d5d2-4735-bb63-3280559e48a5
"Tax it much more and I’m either going to have to quit drinking beer, make it myself, or find someone who can sell it cheaper.",Right,the-gateway-pundit,1,0,1a2c7db7-6db1-4dce-9197-f9c75820b061,e4bfb4d1-e46d-4330-9ccc-5c2c95053e92
"Real gross domestic product - an inflation-adjusted measure that reflects the value of all goods and services produced by an economy - surged to grow 4.9% at a seasonally adjusted annualized rate in the third quarter of 2023, up from 2.1% in the second quarter.",Lean Left,detroit-free-press,0,0,7a7bb40f-bc68-4e65-bad9-afabaec85c09,a661f102-2f25-4edf-b7c2-7b6b5aa06f20
"Biden’s Department of Transportation Secretary Pete Buttigieg still has his job, even though he has mishandled virtually every single air, rail, and supply chain crisis he has dealt with.",Right,american-greatness,0,1,6b59554d-1904-4a27-b51c-ae10e4e5cce8,812c001a-d2c4-42e1-b752-7aada3d05ce4
"In this moment, though, he is intently waiting for an answer.",Left,esquire,0,0,74a6eff3-74b2-4d42-a582-08b2c061f17d,8742567b-19d6-4fd1-94c3-d9e0566e9a67
Set aside time two or three times a year to review and revise your list.,Lean Left,time-magazine,0,0,28a74cf2-6a2a-42a6-a25a-666f0b41f93f,00e718ea-77cf-4bfd-8082-33dc885928f0
"The closing will severely affect cross-border travelers who depend on the remote port to study, shop, work, visit family and receive medical care.",Center,az-central,1,1,802d6b1f-7b84-491d-8dc3-20b992297297,bdf5ab2d-ab6d-4d60-becb-6f146c340913
"Companies such as SunPower and ONE, Our Next Energy, announced substantial workforce reductions this year.",Right,newsmax,0,0,81add68a-d705-4d13-a452-03dcc64c34fb,19a5afe5-6dae-4ee9-92ed-82130d989c36
Xi seems to believe that only by taking Taiwan can he secure for himself status comparable to Mao Zedong’s in the pantheon of Chinese Communist Party legends.,Center,foreign-affairs,1,0,8ce8fb3e-5217-44d2-8232-0f7c94c63ff5,679faf11-f83a-44f4-8ff3-4ed20c91b179
"If you’re flexible on time, local buses can get you from major town to major town on larger islands like Corfu, Crete and Kefalonia, but you’ll have to examine the timetable closely (and they may not always show up).",Lean Left,the-independent,0,0,7fc60117-807a-4508-bfda-c6b90b6956f7,b8960b46-cfdd-4a93-b715-8d54ce7a8e18
And voluntary statements from a majority of the jury support Hill's account.,Lean Left,cbs-news,0,0,3a410fec-0296-4c65-b46b-542b66e466c1,46deaa84-70b5-40c9-b422-5e77bde58c74
WESTON MCKENNIE TRULY ANNOUNCED HIMSELF IN EUROPE with an outrageous scissor-kick goal for Italian powerhouse Juventus in a Champions League match against Barcelona.,Left,esquire,1,0,0b125985-94c0-4378-a994-2a71e6b25cf8,a74788c4-2916-42c0-9f70-52b175b9be92
"That said, the Fifth Circuit’s penchant for judicial arson can only explain part of why Rahimi is before the justices.",Left,vox,1,0,46610b28-bba6-47d2-bdfb-0bb980c58891,290166ca-5374-4a5d-8ec9-96017970e83b
The proposed regulations include provisions giving consumers the right to be notified before their data is used for ADMT and to opt out from its use if they choose to.,Lean Right,reason,0,0,eb43085a-0204-442b-9037-7e70adab7b14,1b031365-afca-4021-b5aa-e68726bbe81e
"All 49 Republicans plus independent Sen. Bernie Sanders voted against moving forward on the bill, leaving Democrats well short of the 60-vote threshold.",Lean Right,fiscal-times,0,0,de9ec01d-16d8-4bff-a0fd-b851e49f663f,880cc7ff-baf3-428b-b22f-c92fd915eb26
It holds that those who have taken an oath to support the Constitution can be disqualified from holding future federal or state office if they back an insurrection.,Left,alternet,0,0,554d769f-4bb7-48fa-9482-3019a70b9e7c,5fe301d4-7e6d-47d5-838f-8d65e643fd01
Which seems as good a moment as any to try to steal the Crown Jewels.,Lean Left,the-guardian,1,0,84838f08-f69b-4bc2-96b1-e546f79801c1,454001af-992a-44e5-bddb-5810779aacac
"This was not the dreaded standoff, not the government coming for his land.",Left,the-atlantic,1,0,5cc2af81-6b4a-4ca1-a0cb-96f9e97d7537,ed21cd15-5129-47ac-be1a-7fbd1ea1bf84
"Despite a comprehensive scoreline, United had their nervy moments at the back, remain unconvincing going forward and without key players.",Lean Left,the-guardian,1,0,8f31781e-dba7-48c6-a8e1-63de88a86b7b,39c49f25-57d0-4dd9-beeb-dbe11b761aac
"This was an observational study looking at past data, so it could not prove cause-and-effect.",Right,newsmax,0,0,b7817b0f-fba4-4612-8a10-145a9408a423,a5e925a7-a49c-42db-a540-75245bb27d26
"A volunteer pours water on a pedestrian during a heatwave in southern Pakistan, May 2022. Credit: Xinhua / Alamy Stock Photo.",Left,alternet,0,0,c23a167d-0dcb-443f-a480-811c281ae882,36a7cd79-30d2-47c0-855e-adcb49ec250e
"She showcased some of these skills on the Great New Year’s Bake Off in 2020 when, as an unfancied outsider - she had never baked before - she destroyed four other Derry Girls cast members to walk off with the ornamental cake stand.",Lean Left,the-guardian,1,0,50ecf8e5-f79b-4929-a74d-14bd1f8376b2,46a34942-bd48-43e2-9a90-e8936762af28
"States and eligible Tribes have up to one year to issue, condition, deny, or request more information regarding water quality and environmental harm from a proposed project.",Left,alternet,0,0,2f93aefb-da96-4f99-bead-3452514b6e7e,0cb4fb4c-60a8-458a-8b91-b37d0fe0d743
"You can hop on and off for strolls along the labyrinthine lanes of colourful villages, such as Riomaggiore, Monterosso, Vernazza, Corniglia and Manarola - or stay put and drink in the sight of tiny village-crested bays and inlets, fronted by pristine thumbnail beaches.",Lean Left,the-guardian,1,1,f2ec26aa-2d6f-47be-b7ce-73ffe88f0227,29d29702-17a7-4efe-ab9d-5e951f7d217b
Colleen Fitzpatrick: The Golden State Killer really started the big revolution.,Lean Left,cbs-news,0,1,cd7fe26b-1f20-4db1-ab63-eb9c0cbae29a,157cbb2d-d7b1-46ab-99e3-8dc5a15ed99d
But just the fact that Democratic lawmakers are making that link signals the fractures in Congress amid the daily scenes of suffering among besieged Palestinian civilians.,Center,baltimore-sun,1,0,eb7d9581-6b03-4734-8648-a92d8f364828,3f39c335-beea-47ac-b9fa-66357e85e3f0
"By contrast, the other 493 stocks in the S & P 500 are seeing earnings projections lower (Q3) or flat (Q4).",Center,cnbc,0,0,905dbeec-38b3-499c-ae48-fbfd30333605,de6f2f35-8d57-4ce6-82cf-e0b25934f975
The needle is to cut out a simple shape etched into a honeycomb disc inside the tin.,Lean Left,the-guardian,0,0,c18f4d32-485d-476f-807a-c1de83addbd6,60127dc3-e044-4c7e-a041-f784b8a0490e
"In one of his most iconic roles, Bridges captures a kind of lazy L.A. style that turned this flick into a comedy classic, a movie that’s being quoted somewhere in the world on every minute of every day.",Left,new-york-magazine,1,1,ddaf514a-22c4-4dcf-a372-14dc0e27eb79,3bc516dd-62e8-4ad9-a88c-91aa9d227bc0
"Unfortunately, to forestall a widening of the war in Gaza, Washington may have no choice but to engage militarily.■ David Schenker is a senior fellow at the Washington Institute for Near East Policy and a former United States assistant secretary of state for Near Eastern affairs.",Lean Left,the-economist,0,1,325b4f81-7043-4eba-84bb-753f0c3d4bc7,22a4e9a5-8a4f-4ff3-9401-e187d73e76dd
Other stores have been hit by a dozen or more criminals who can effectively empty the shelves of desirable goods that are easily resold.,Right,newsbusters,1,0,70631f16-d09a-49e8-ac2d-04947e3a6e73,d0510562-d534-45c1-8045-c2649ca8c5f6
She never married and was devoted to both of her jobs.,Lean Right,washington-times,0,0,8da96ca8-52ef-44ff-a370-4c743525153b,0616a715-0665-4bab-8aef-20e5f10f6d7a
"This was not from fear of Hamas, but the widespread war.",Lean Right,christianity-today,1,0,a34f2300-25da-4efe-8267-1791fc635bfc,01c5ba62-2ea6-4670-b824-19c60cff4dd1
"The final report by the task force asked for $2.6 billion over six years, though Congress has not shown much interest in allocating that funding as of yet.",Left,vox,0,0,650ce249-4f5c-4b88-a369-a41c78ea48e1,5bd6e282-ea60-435f-8910-0920b3f44125
"We know that supply-side economics is creating larger deficits, and we know that the rampant political corruption and massive inequality caused by supply-side economics is eroding the very fabric of our society.",Left,alternet,1,0,e717b911-736b-4c8a-a18f-152696594a07,add03dc0-e18c-4d0f-bde1-814a33b5cb0f
Or maybe there’s an unconscious impulse afoot to fend off the existential threat of artificial intelligence and virtual worlds.,Left,esquire,1,0,c4d542a9-1084-4e25-bf2e-d446111061bf,7a643093-9a9f-4af2-8e88-a098c71aff27
"They garb themselves in the robe of righting past wrongs, and since people of the past cannot defend themselves, and since the past cannot be reformed anyway, they have an endless supply of things to hate.",Right,american-greatness,1,0,0a32bcd8-7561-4744-bb6a-37d4c5361052,c2a36cc0-ea82-4ceb-8530-756545a3a082
"De El Salvador SA de CV (Claro) Edith Del Carmen Rivas De Murga (Astrovision) El Salvador Network German Antonio Sorto (Ecko Video Cable) Inversiones Nolasco Nueva Vision Servicable Sky Uniersal Cable Egypt None Falkland Islands KTV Limited Fiji Strong Technologies France Free Orange, France Telecom (Voyage SAS) Georgia Caucasus Online Silknet Grenada Grenada Cable Guatemala Aliro Comunicaciones Astrosatelite Cablevision Del Norte Cable Club Atlantico (Jorge Alexander Espana) Cable Las Verapaces Cable Vision El Puerto Cable Vision Solola Cable Zaz Cablevision Del Norte Comunicacioones IBW Comunicaciones Metropolitanas Cablecolor Corporacion Estabia Corporacion HM Intercomunicaciones Corporacion H.M. Intercomnicaciones, S.A. Domingo Felix Ceto Ceto (Cablevision Turansa) DTH Serco (Albavision) Ejecutora De Servicios Satelitales Electronica DX Electrovision de Oriente Gladys Yolanda Mendez Salguero De Rosa (Cable Satelite Sumpango) Grupo Popular Industrias Atazar Intercable Comunicaciones Intercentro (Includes Cable Color, Electronica Chilena, Cable Minerva, and Electricidad y telecommnicaciones) Integradora De Comunicacion Satelital Imagen Nitida Imagen Perfecta, SA Marvin Edilio Contreras Ramires (Cable Santa Ana Mixtan) Mayacable Quiche MOSLO, S.A. (Grupo Cable Minerva) Oscar Ivan Montejo Quezada (Cablevision Sureste) Provisiones Electricas, (PROESA) Programacion de Servicios y Comunicaciones, SA Raul Medina Carranza (Video Cable Medina) Red International de Television Via Satelittal Rosa Maria Avila de Maldonondo (Cable Samayac) Rosa Maria Mendez Avila De Maldonando(Multivision TV Por Cable) Sebastian Cobo De Leon (Cablevision Ne Dulce Maria) Sebastian Xon Cortez (Cablevision) Senal Satelital Servicable Xela/Uri Antulio Maldonanado Servicios De Cable Pampichin Servicios de Television con Antenas Receptoras, SA (CableStar) Servicios e Instalaciones Integradas Via Satelital Servicios Vision SICESA Sistemas de Comunicaciones y Redes (SISTECOM) SKY Telecomunicaciones de Guatemala (Claro) TV Guate Unicable Chichi Valle Vision Guyana E-Networks Haiti Nu TV Honduras AMNET aka Millicom Cable Sistemas Cablesat Olivera Cablevision Digicable Galavisionc Grupo Cable Sula Grupo Multicables Des Cortes Harkovision Honduvision Island Cable Inversiones en Comunicaciones Cultura y Turismo Mayavision Multicolor Mundivision Servicio communal de Television por Cable Servicios de Comun.",Right,fox-news,0,0,a15a7faa-bb59-4be1-a418-52d10290ea27,e71c0671-c5c5-4546-aa8f-9bfa35f7b6e1
"As Fabrycky astutely observes, he even let go of his own righteousness, knowing that spycraft involved lying and deceit.",Lean Right,christianity-today,1,0,5172c295-f4c9-43ee-ac2b-23b3e7a93ee8,ff61c0f6-9fb0-41e6-b7bd-6253976abd41
"Pursehouse murdered Harwick, 38, by throwing her over a balcony at her home in the Hollywood Hills neighborhood of Los Angeles on Feb. 15, 2020, prosecutors said.",Lean Left,nbc-news,0,0,90ab0f68-ee66-4687-9bd6-6cbf2664ad83,8998878c-f365-4b1c-8c52-c1b9f0bd5e22
"BIG GOVERNMENT IS THE CASINO WHERE POLS GAMBLE WITH YOUR MONEY - AND YOU'RE LOSING With trillions of dollars in losses already on the books and the writing on the wall for long-term disaster, foreigners have been dumping their dollars and dollar-denominated assets, especially Treasuries.",Lean Right,fox-business,1,1,cdf46e4d-d788-464a-92c7-59485ee04ac8,c25795db-fa63-4afe-b520-4f1d826b8ba6
"United States Department of Defense/Wikimedia April 6, 2020 The mushroom cloud’s silver lining: how the Cold War is helping the biggest fish in the sea The findings will help determine the age of whale sharks, protecting the endangered animals into the future.",Lean Left,the-conversation,0,0,e60c66a1-f648-421f-883d-3c082eb95965,182738f8-4810-45cc-8b24-06d0d853b09a
Reliving the story of this ambush year after year is difficult.,Center,military-times,0,0,c03961bd-9bdb-4dc1-bb06-649465e04ea9,27375e28-cf12-464b-a269-298d20a0673f
"At the same time, Wonka as originally written was never a warm and cuddly figure.",Left,vox,0,0,88137ef0-583c-40f6-9176-07dae229d3d2,a2ac8980-fb14-45d9-82a1-d4138e8962f0
"Nicholas is also the Patron Saint of Unmarried People, Fishermen, Pawnbrokers, and the Falsely Accused.",Right,national-catholic-register,1,0,18c8dcde-ded7-4769-a597-e036e08500cb,a7d25e13-c8b9-4902-8fd1-cf364d621cc7
"The preliminary information in both cases appears similar but they are not believed to be linked, police said.",Lean Left,abc-news,0,0,14f804b8-6cfa-4d49-b1a3-9d0d19e4c4b6,7cc13473-e09e-4b4b-a991-45e7a733537f
"This feature similarly includes display names, relationship labels, birth year, and self-reported locations.",Lean Left,the-verge,0,0,8493abc5-8e21-4520-84b8-c5b08371a94e,5b7f5f4e-fa6c-4d91-91eb-9cf149a89213
And there is no scenario in which a third-party candidate does not increase that risk.,Lean Left,washington-post,0,1,fbbf3408-5dd6-4c2c-9516-945a19a87ff5,a8c61860-2c5b-4b41-97dc-aa37e3431e38
"YAD VASHEM CHAIRMAN SLAMS IVY LEAGUE SCHOOLS FOR RAMPANT ANTISEMITISM ON CAMPUSES While genuine concerns about the safety of Jewish students exist, they often stem from isolated incidents and also exist at non Ivy League colleges too.",Right,fox-news,1,1,dd16208b-327a-4ddb-9cd9-f7e4e1254a86,e1a0fe7e-916d-48d7-bf1a-3757e54e24ff
As simple as a flick up into a couple of juggles.,Center,wired,1,0,4056793c-dee1-4837-8351-11ed0db92156,5cfaf70e-f1e0-4277-adb8-f9922a53b475
"The extent of its application cannot be relative, depending on the sense of injustice and threat felt by the state using force.",Lean Left,the-economist,1,1,2d1812f8-4510-43c5-b933-1c1b5bd31045,50d58197-46de-4162-973c-b4b9573509ce
One particular example was being able to feel the tumblers of the game’s numerous safe locks with enough sensitivity that it could be opened successfully without looking at the screen.,Lean Left,the-independent,0,0,7ddf4f0c-5dba-426f-948a-7188b235e093,1424fe24-0082-4a52-a737-b4bc13d71e1f
MIXED HERITAGE/LATINX NONBINARY STUDENT: We just don’t think she should be exploiting you.,Left,the-atlantic,1,0,55744f8a-0b40-4bd8-a116-feb766581f26,1351f38f-e00c-4e1a-82eb-849fa1a4f5d5
The Federal Energy Regulatory Commission (FERC) has nevertheless granted permission for construction of the pipeline to move forward even as it awaits key government authorizations.,Left,alternet,0,0,2366ff1f-883a-4354-950e-7ec41e98ce50,94e1bee2-78fd-4374-9d3a-42ff488e0ba8
Josh and Dana talk about the politics of the Israel-Hamas war and the growing levels of anti-Semitism within the country.,Right,fox-news,0,0,60605c8e-4b31-4ea0-b612-aa85257486a3,001868ed-d116-4cbd-b258-ef6f13ebc97f
"Reportedly, he and allies are hatching plans to invoke the Insurrection Act on Day One of his would-be second administration to stifle any protest against him.",Lean Left,usa-today,1,0,7bec01c9-70f9-4682-9537-309f3563e6a5,a9f1a061-6e9d-46ff-85e9-8081ce80a909
"And an investigation would lead to the entire mainstream media being forced to address, albeit reluctantly, all those questions.",Right,american-thinker,0,0,aa3fb549-524f-40f6-9e7c-cf03bf956acb,121abc1d-73ae-4db6-b773-a0efe87c468b
As this is happening it will make sense to protect fossil fuel workers by retraining them so they can help accelerate the transition until all carbon-emitting fossil fuel use is ended to enable a stable climate.,Lean Left,the-conversation,0,0,6a7f36b4-9148-4da7-ad61-e3449cc2d9b4,a3b97fec-edb0-44fa-8e0b-41dac5d39e74
"There is another week or so of coffee, then the sea hurls up a little more shingle - enough for paw and footprints to register.",Lean Left,the-guardian,1,0,1d69defe-872e-437d-92fb-87077f77d1fb,444daff5-b75c-4da5-859a-16e3a92a2c21
The war spawned a wealth of fakery online: Fashion model Bella Hadid apologizing for her pro-Palestinian sentiments was in fact synthesized audio.,Center,fortune,1,0,d2aa094d-e275-4952-b44e-34e153f404aa,4d77dc11-32c3-4e63-8749-259ee4308d3e
"And for some reason, at his cultural parties, there were a lot of guys in uniform.",Left,the-new-yorker,1,1,c35abc90-245b-4809-bc91-f9870c4c451e,e64397d2-3078-49e9-9d53-7d3febb20843
"With 6 million people in El Salvador, close to 2% of the adult population is currently behind bars.",Center,christian-science-monitor,0,0,9fc533b1-3501-4f97-9135-b0921308fcbf,fb4c99c1-488b-4337-be4d-c2208a249602
"To the north are the Khasi Hills, standing athwart the path of moisture-laden southerly winds eager to continue north.",Lean Left,the-economist,1,1,9e7715df-ac01-4d12-bdee-03befd2aec7b,4b743f85-f019-4bc2-a173-1b95d77e028c
The Israeli journalist Amir Tibon and his family were trapped inside a safe room in their house on the Israel-Gaza border when they heard gunshots outside.,Left,the-atlantic,0,0,8b26a058-bd15-4b67-8bf6-83ef929c2b9d,35bba937-e27a-442f-8633-5f658698ef30
Horror at what the video showed - the execution of a child on a city street - was compounded by the fact that the city had withheld it from the public for 13 months.,Left,the-intercept,1,0,681c2880-dea6-4d23-b893-11f961f5abc0,72b50847-d6bf-4a96-98ad-2e60c5ec3200
Read my blog on how to set up an Echo Show to show you the least amount of crap for more on this.,Lean Left,the-verge,1,0,3811aa60-82dd-4d0d-940e-c51008b9b45b,78d7f4d6-7e52-495c-9e31-4bdcebea314a
"Several investment firms, including heavy-hitters like BlackRock and Fidelity, are queuing up to launch a spot bitcoin exchange-traded fund (ETF) in the US.",Center,wired,1,0,f3d13e35-a4a3-4609-8129-44e5b7d6d753,34bc725b-8343-4fd5-abe4-874faefef5cf
Twenty young people from around the world are now utilizing the first round of funding to embark on diverse projects ranging from eliminating carbon emissions from the atmosphere to mitigating the spread of wildfires.,Lean Left,cbs-news,0,0,5bd1daad-3cb8-44d5-b4c3-65b05b34fe3b,df3872e7-eb62-413c-9b70-a1e45d59378e
"His newest book is: ""Our Daily Biscuit: Devotions With a Drawl.",Right,newsmax,0,1,e0633126-910e-4d76-b459-23b46070aae3,a2553f7b-f363-4ac7-8274-66ac05dc243a
"For prepaid accounts, payment in the form of check, credit card or ACH must be received in advance of space deadline from accounts that have not established credit with Publisher.",Lean Left,san-diego-uniontribune,0,0,723f2af3-c2a1-4c8a-a0bb-edad32118550,60403f7d-9e41-4bbb-bd8f-7feea08488f0
Stanley Black & Decker's marginally weaker-than-expected sales in the quarter were more than offset by further improvement to inventory levels.,Center,cnbc,0,0,f70cce75-0ce9-492a-9671-ec24af970116,16cb3f4f-e39d-47dc-8bf0-d6d615f9fde0
Just about everyone asked to age up in Back to the Future 2.,Lean Left,the-guardian,1,1,784ec731-87f1-4bd7-a6a5-19b7712b30a4,0ebeaa25-eefc-451a-a929-5c57cdb9179d
"In a study in Montreal, Canada, researchers found that time in public parks and natural spaces allowed immigrant families to converse with neighbors, make new friends, and feel better integrated in their new communities, all for free.",Left,the-atlantic,0,0,fb63355e-fdb3-454d-9299-a4d4945e3197,3e241f12-1d6f-4a16-a1e4-a983f28d16f5
"Furthermore, the strategy stresses the importance of strengthening technological ties with partners in the Indo-Pacific and Europe.",Center,foreign-affairs,0,0,fc9d3b6a-4302-41cc-89d5-99262038bc54,87d6024e-4bcc-48d9-8c76-62f9fbd9e835
"LYNNFIELD - After more than 50 years on the run from police, a Lynnfield man finally told his family his criminal secret before he passed away in 2021.",Lean Left,cbs-news,0,0,9d963e75-09a3-4d53-aa5a-fcedbadf7074,3f95cd30-6164-4257-9162-8c86af4cff4c
"(speaking Hindustani): RAJIB: (groans) ISHWAR: RAJIB: ISHWAR: RAJIB: ISHWAR: RAJIB: ♪ ♪ ISHWAR: RAJIB (voice breaking): (exhales) ♪ ♪ MARGA (speaking German): RALF: (door creaks, footsteps approach) HERR KUHNE: RALF: ♪ ♪ HERR KUHNE: ISHWAR (speaking Hindustani): (gun firing) (explosion roars) RAJIB: ISHWAR: RAJIB: ISHWAR: RAJIB: ISHWAR: RAJIB: ISHWAR: RAJIB: (chuckles) ISHWAR: RAJIB: (speaking English): Playing the British gentleman?",Lean Left,pbs-newshour,1,0,556ec9a0-2637-4dab-b384-d04c608b2617,228ab5cc-dd14-40f7-bc1c-122b7d7d8529
"Though the Taliban, unlike al-Qaeda, never had a transnational Islamist agenda, they couldn’t deny him succor - and not just because of his cachet.",Left,alternet,1,1,6e5f05d6-7c14-4664-9019-31d0332d741d,6496a8dc-95a3-4284-bdaf-4d7555922d1c
"But more than anything, Americans’ sense of justice and fair play will prevail in the end, and that’s something we can all be thankful for.",Right,newsmax,0,0,44b7cabb-cb0c-4984-9fdf-5b0071f05af7,e260a988-9c6a-415f-82ab-8e823e1a2b6e
"Something happened to that cake, you cake-murdering son of a b----!""",Right,fox-news,1,0,8d3e4cd0-0b81-44ed-bf8f-bb96215c5e47,b9d90d77-70b5-4807-accf-3dac54702587
"Absent clear evidence that the lower court botched its factual determinations, those determinations may not be disturbed on appeal.",Left,vox,1,0,e038c354-52b5-46b4-aa71-a8fac8e0f132,447c8334-89f4-4557-b53d-3c920348e675
"Lawyers and the parents of Giulio Regeni, whose mutilated body was found along a highway in Egypt, said the trial on charges of abduction, torture and murder would begin at a Rome courthouse on Feb. 20.",Lean Left,abc-news,0,0,db68a881-3462-4a25-92ce-017396ec35bf,694a20da-b9ec-4572-a36c-2c7e0e1658a0
"SRP is considering two sites for the upper reservoir above Apache Lake that would require a tunnel for pumping the water uphill that would run about three-quarters of a mile, with an elevation gain of about 1,000 feet.",Center,az-central,0,0,c4c79e25-ef64-47ac-9feb-16e7e2bd2a71,226f8f28-bea0-48ab-9ee1-2df618243a22
"Remember, our photos are not just images, but representations of our lives and ourselves.",Right,fox-news,0,0,61d38fc1-f7aa-43f9-8de5-6d43b011a496,41a04ff3-f918-4668-8853-b6faf4c344bf
"But other than gripping television, what can we ultimately expect from this exercise?",Lean Left,the-conversation,1,1,9c61c1ee-dd2a-42e8-adba-41396352b0d5,21fe87a9-7e87-4ec5-ae26-0f9b9f497d01
"The Buffaloes were unable to keep pace with the rampaging Cowboys, with their record now falling to 0-3.",Center,deseret-news,1,0,668665ec-82c1-48c0-ad53-fca69c40b062,cca9a963-280a-4e31-b0e3-5eaeb472deb7
Leaving your Wi-Fi network or router unprotected Few things make a cybercriminal drool more than an unsecured Wi-Fi connection.,Lean Left,usa-today,1,0,15e0285d-f44f-4cbc-923e-585048a61190,b9bb9b27-9eb9-474e-baeb-244296da462d
Sources in Washington think it will still be several more weeks before Mr Biden pivots to talk of a truce-but do not doubt that he will make such a shift.,Lean Left,the-economist,1,1,ec0b7a4d-5273-40da-9956-fdcb195e886f,b7dee8f9-3db8-4b74-8d6f-d9be3fc92f42
"Several of Eisenhower’s admirers have attempted to downplay the encounter, but reports confirm that he used racially charged language in private.",Left,alternet,1,1,2df3a4c3-87a4-4dac-9ce6-95f46d7a2e7d,9cfebe75-072c-4305-88ee-3a46c1089286
Credit: Mara Silvers/MTFP Attorney General Montana’s attorney general is the state’s top law enforcement officer and prosecutor.,Lean Left,montana-free-press,0,0,60dbecf5-ff22-4a3c-af80-370176eedbc1,16d20e06-0022-46d1-80a3-adfb1745ae51
McCarthy's departure also further narrows the razor-thin GOP majority in the House.,Lean Left,usa-today,1,0,3ffa7faf-3428-485a-aca0-eee6c663b89f,a58adc94-0472-4d77-b88e-dc241cc12ba7
Caiaimage/chris Ryan  Istock  Getty Images There has been a wave of financial literacy legislation nationwide as states push to get personal finance classes into public schools - and Tennessee was one of the first to enact a high school mandate.,Center,cnbc,0,0,746dfb1d-c496-49b4-828b-69ba499f6212,08b2a66b-3991-49f9-9239-d158e6ed08fa
"It’s the thought that counts, but isn’t it better if they actually like it?",Lean Right,new-york-post,0,0,af3a822f-4094-4701-86fe-1c8113c61a6a,3fb4c542-f25d-4253-a40e-9747fd6e2160
Men wearing masks burst into homes and shot people in front of their children.,Left,the-atlantic,0,0,218a1d39-d555-461c-a626-2d85d236d6f9,802bfa82-8032-43f2-859c-4a9078dacbeb
"The company's management also previously expressed confidence in its ability to create higher margins in 2024, noted Vaccaro.",Center,cnbc,0,0,b5364f82-f457-4b1e-aab3-455c8a068ae4,5e296cdd-aa64-405d-aa1a-151a6f9239d1
"While that settlement was public knowledge, then-Mayor Lori Lightfoot, who was a Conyears-Ervin ally, spent years trying to keep this letter from becoming public.",Left,daily-kos,0,0,f7968331-a462-4013-b24b-1b1f0949d8fc,11ccd6d6-8d30-4e07-86b3-055694e4352a
"For Victoria, too, the mental costs of opposing Raval have been high.",Center,quartz,1,0,06011e00-b8ba-48f9-ad29-8ea1e514ab1a,4db96a29-b119-42f7-93f2-7f787b050af2
