text,source_party,source_name,topic,bias_estimate,model_uncertainity,sentence_id,article_id
"Which means to do the structure you've got set up, you need to have 16 adults in place to oversee these eight groups of four age groups in two genders.",Lean Right,christianity-today,Religion,0,0,8621d9cd-6d8d-4fe2-b108-44f91213206a,79169c76-99c3-4009-942d-8e78003eb6db
Between May 2021 and December 2022 the man repeatedly sent messages containing Christian end of days ideology to Gareth and then later to Stacey.,Lean Left,the-guardian,Conversational,1,0,030c885f-00aa-44e4-aa01-3887f02c5013,2320c2c2-667d-49b7-9098-3696674346e7
"We also take a look at some highlights from last night’s Great Red State/Blue State Debate, and ... both of us guessed wrong on George Santos.",Lean Right,hotair,Conversational,0,0,1e8540bb-d36c-4d5e-b508-44f22c5cd6ae,afffe688-e8e2-423d-b9f9-3addbccfd061
"I think we’ll learn more from long-term testing, but as it stands now, I’d keep a battery pack or a charger handy if I planned to spend a long day out of the house using the Pixel Fold.",Lean Left,the-verge,Gadgets,0,0,ec4306a3-7ec2-4ab3-b30c-5eaad2137666,e56d4271-dd92-47ac-91ce-76b42a69743e
"The second part of this two-part account examines how the battle unfolded on the ground over the summer and fall, and the widening fissures between Washington and Kyiv.",Left,daily-kos,Geopolitics,0,0,7f00163b-3cd1-49d4-ad28-53aac7f9b0be,51abe03f-eacd-4bdb-b75f-62ad0bd145f2
Disney is sexualizing kids and pushing LGBT identification even in a TV-PG family movie about Christmas.,Right,the-federalist,Entertainment,1,0,118bba38-14d3-4c1d-abba-3d153f100b63,5662bbc1-e406-4177-85fc-7559acd81d83
Studio executives had already put the brakes on ordering new television series last year as their streaming services continued to burn through cash.,Left,alternet,Finance,0,0,512e4a95-5cfe-4117-8688-d77dc7ce9342,661d092a-df6e-46ca-b36e-0e7f6b959aca
Republicans pushing redistricting plans in Georgia say such districts aren't protected by the federal Voting Rights Act.,Left,daily-kos,Politics,0,0,47d47aac-7a59-4d96-894b-4e49f8baef48,d8ef3192-fb21-45ab-b729-e77946956746
It was like somebody canceling Taylor Swift mid-tour or removing Stranger Things from Netflix before anyone could stream the ending.,Lean Left,vanity-fair,Politics,1,0,1087c135-3faf-45d8-881d-29284744ac75,424c2cf6-c8fc-4589-a1ac-6ada88fa5fd9
And tell the pro-life stories of regular folks who experienced the life-altering joy and goodness in choosing life.,Right,the-federalist,Politics,0,1,317b7e35-c7f7-4d69-a620-e17e69f25829,00d3107b-dbf7-43bc-89bb-eea1a74a7c0d
"They reject everything they've seen for the last 30 or 40 years, because it has neglected and demeaned their lives.",Left,alternet,Politics,1,1,c5200248-c977-4f61-b837-bd3753892572,10d92241-ede5-4415-985d-b32fe2bf031d
The Fifth Circuit took up Rahimi’s case and eventually ruled in his favor.,Left,mother-jones,Security,0,0,f8b196aa-a82c-45d9-b84f-0831fe6fe706,84f5bccf-be89-4bd2-a063-ae1352448d9f
It's times like these when we need to turn to the Lord in intercessory prayer.,Right,cbn,Religion,0,0,96464186-aecf-4e1a-8ecd-c37166d0a75c,3ea95877-0f42-4615-a4a4-749d56489e59
The White House increased its rhetoric as the headwinds intensified against the Ukraine funding package.,Lean Right,washington-times,Politics,1,0,8f4aea02-2464-4a94-8f24-4340fb28e6a7,fc5e225f-65c6-4a06-8226-2b6e9dd68040
"I wholeheartedly recommend it to every person who either venerates the Bible as the Word of God or is simply curious to expound its original intent and often lost meanings.""",Right,wnd,Religion,0,1,6846f50f-c9bc-42e7-aa1c-e2ead0e90574,90a96fab-6d19-4a8c-980a-b5a09c0154c2
"Telephone and live chat support options are also available, but both methods can only be relied upon during certain times of the day.",Right,newsmax,Gaming,0,0,d76225d0-17a4-40e1-8e7a-6fa8821b094d,fa296f44-4947-49ad-b7d9-9fbba47af0be
"Both of these departures come after the House voted to expel New York Republican Rep. George Santos, leaving the GOP with a slim majority in the Lower Chamber.",Right,newsmax,Politics,0,0,070015ad-176d-4e70-8e61-c9b1fcf51bd1,c88ea8f1-f3d5-4f5f-95e1-4a933a39337b
"There is no cabin bag allowance for an infant (aged 8 days to 23 months) travelling on an adult’s lap, but the airline does allow a baby bag weighing up to 5kg (dimensions: 45x35x20cms) per child.",Lean Left,the-independent,Travel,0,0,30431bf9-5d78-4389-9bd7-a802767ed30c,43d5a733-96b6-458e-91ef-39be81a46328
"Still, considering how many ordinary Republicans held their collective nose to vote for John McCain in 2008 and then for Ol’ Pierre Delecto four years later, it would be nice to think Establishment Republicans could be convinced to show some reciprocal respect for their voters’ wishes.",Right,american-thinker,Conversational,1,0,29a33464-8614-41da-9da1-0abe6d519452,ef1c2699-dec0-43e7-ada8-81b4f73cfbf2
But something much more important was demonstrated by this one sided debate.,Left,daily-kos,Politics,1,0,16f860c9-0674-42ca-94f4-5c917664accb,47214188-ca86-40f8-9731-599ec4c1e49d
"When the road widened he sped past, revving his engine to make some sort of point.",Lean Left,the-guardian,Conversational,0,1,073e140e-0d4a-4af8-bd18-ead4330bd7b8,d0912345-b643-425e-bae1-8e82aedd5276
"Someone else saw the suitcase and attempted to retrieve it, notifying the authorities after discovering the gruesome contents.",Lean Right,hotair,Security,1,0,44e1d784-cf8d-49e0-bf65-30cf662c4657,bc9e20db-bab7-43ba-a4c3-248ce77ab939
Anorexia was more common than either bulimia or binge eating among teens with epilepsy and an eating disorder.,Right,newsmax,Wellness,0,0,ce75476c-8d67-4790-95e5-d288a4e39547,d550822a-9a6c-4d35-b929-3a8f42fc8f68
"As a hotel-obsessed travel writer who calls Dublin home, I have a hotlist of favourite spots in the city - places where you can rely on enviable interiors, a comfy bed and a big smile at check-in.",Lean Left,the-independent,Travel,1,1,2313d962-c954-4256-b82f-bc2f142bd19d,df53de8f-6f70-4f57-b744-c112a5badac9
"It’s notable that, during the Trump years, several white rappers not named Macklemore had no trouble working out whether they were supposed to speak up against racism.",Left,current-affairs,Entertainment,1,0,818321e5-4f0b-4a65-b51c-484392ce7fc0,6a6100a1-dd3f-4504-9bac-2430cb53886f
"And presumably, as it has been in the trailers, we get to see Jemma Redgrave back as Unit’s Kate Stewart in their swish new Avengers Tower knock-off in London, and hopefully a little more Bernard Cribbins.",Lean Left,the-guardian,Entertainment,1,0,b3228636-76de-47c3-bb46-245623e32f71,6f727f32-06a2-48e5-b49b-598dde526e9e
"Photograph: Alamy Yeah, yeah, yeah, Robert Zemeckis’s attempt to nail Roald Dahl’s story isn’t a patch on the Nicolas Roeg version.",Lean Left,the-guardian,Entertainment,1,0,14a11494-407e-4c2f-982d-9eb4d74706e0,9f64ffed-68c1-4ff0-85a3-df5bb15ebc03
"For irrigation, shares were apportioned according to crude 19th-century notions of how much water was needed to get 40 acres of dry soil to produce a crop.",Left,alternet,Environment,0,0,f084db03-97c1-4367-88da-5b944c16e6b4,871cd762-05da-408e-b783-1f2a9a0aa90c
"Conundrum : Rate Rise as Economy Slows On that first point, just last week, the Federal Reserve roiled capital markets by warning about the need to keep interest rates higher for longer to fight persistent inflation.",Right,american-greatness,Finance,1,0,5af0ed8c-6e15-47b7-a5ee-57ce49e599eb,40bfd5a9-f60c-41b8-9766-ccd74b7a1cc1
"Independent voters break in Biden’s favor, 47% to 38%, as do suburban women (51% Biden to 44% Trump).",Left,alternet,Politics,0,0,34877f2d-4ff2-46a0-8a6b-059efd2f544f,69e50f92-1f72-44cb-9f8e-5aed8c65a8b1
"I say at least because Aoyama has so many releases that if you scroll down on his Spotify page, the system basically groans and gives up.",Lean Left,the-guardian,Entertainment,1,0,42b999bf-1b5c-4fca-8bcc-ab7b5d10ccfe,3e0ac28f-8780-4d0a-bde9-88903c53ed40
"Treasury Secretary Janet Yellen said on Tuesday that Ukraine would be defeated without additional funding, and that this would be entirely Washington’s fault.",Lean Right,rt,Politics,0,0,63774223-b34d-4dd2-a2cf-78523e982969,9ed2fb2b-88e2-4752-bc23-69da771c84d6
"The Federal Housing Association’s guarantee of mortgages made twenty-year, fully amortizing mortgages possible in the beginning, then twenty-five-year and ultimately thirty-year mortgages.",Right,infowars,Economics,0,0,22a41bbb-2796-4785-9d8a-c181dfaacded,433c8f27-361f-42f4-ba0e-c24717d0abaa
This will take you up to an area filled with wolfish creatures that carry big axes.,Center,cnet,Conversational,1,0,05b763af-7830-4952-a9a7-4f9da1d70fac,f949cb60-8f45-4311-9d54-a8efbd6dfdd6
"Equally, he has been through the mill at Saracens, who spent a year in the Championship following the salary cap scandal, as demonstrated by the fact he has already played for them three times since the World Cup - uncharacteristically missing six kicks at goal last weekend.",Lean Left,the-guardian,Sports,1,0,f638c66d-73b2-47cf-9510-63f27352ee12,c313ad3c-d7a9-422a-aa07-672b24a62a00
One suburban Chicago priest resigned last week after revelations about a sexual scandal from two decades ago.,Left,alternet,Religion,0,0,96b3c4d7-7614-4378-b9fa-ae4ffc221cef,e7cc28b8-eb10-4695-9a42-9a8edbeef2c4
"The Philadelphia Inquirer has headlined this: Hundreds rally for Gaza in Philly, stop to protest outside Goldie falafel shop Gov.",Right,the-american-spectator,Geopolitics,0,0,feebf5e4-32ee-4632-bef1-90126adc3515,efe67d2e-00a5-4ca4-8f5d-b7dd15b98cac
The Apple Watch Series 9 comes in various sizes and materials and starts at £399 (€449/$399/A$649) - a £20 price cut in the UK.,Lean Left,the-guardian,Gadgets,0,0,a0419c5e-8a74-4053-9e38-617251da5eb5,7e74127c-4d48-4d8b-908a-9a133939bca7
"Surveying the US-China rapprochement, the Soviet leader, Leonid Brezhnev, turned more amenable to arms control talks.",Lean Left,the-guardian,Politics,0,0,a390fb8f-2b8d-4208-afe0-18d90293bd66,dbbda8f2-2a2f-4536-b6a9-e2c8b93d2deb
There are also glass-bottom pools over the rampaging crystal-clear Valira River.,Lean Left,the-guardian,Travel,1,0,55c17087-1d4e-4ef6-aab1-d8232cb11d5b,707ced3a-28db-4f6d-a472-1b186698fa6c
"When the blast from that firing squad demolished her face and torso, Juana was six months pregnant.",Right,townhall,Literature,0,0,55b595d8-0703-4f63-bb17-3aa41ee34392,fc2d514a-7b9e-477d-bd1d-46214637f2ac
"Honestly, if I made this up, I’d be accused of being mean to Cletus.",Left,alternet,Conversational,1,0,8ee07b6d-ac2e-4dcc-b2ae-9ea7f527b9f3,3e35fbba-ed7c-4f9d-aa29-a35e90d89786
"There's hardly a good time for your internet to go out, but it always seems to happen at the worst possible time.",Center,cnet,Conversational,1,1,a80e1673-f97b-40f2-a316-9025f9243f34,1955ecb5-f020-42e3-93c5-ad81a3d749c2
"During the conversation, Grammer referenced actress-comedian Roseanne Barr, who is known for supporting Trump.",Right,newsmax,Conversational,0,0,9acb07ef-7360-465f-8807-8b20fda36323,b0f370c5-d7c2-4fe7-a885-3c72df4c664f
"Getty Images/iStockphoto Perhaps most damningly, the chatbot gave the most empathetic response nearly 10 times more often than the humans.",Lean Right,new-york-post,Conversational,1,0,7b3e95b4-a19c-44fc-8d82-cae562d4ad4e,f3850d6c-f427-460b-8507-6b0b643061f1
And that made me realize how hard I whiffed it when I bought my 15-inch M2 Air.,Lean Left,the-verge,Gadgets,1,0,5d158087-3e47-4530-96a9-5f6abd37b2e7,33150e63-e1cb-4dbf-863d-32be5eb4dddf
"He encourages wars when self-interest dictates, and thus uses the armies of the nations to do his bidding....",Right,the-american-spectator,Conversational,1,0,61ac074b-dd18-47d8-85a1-06767629746e,d810677e-5f1a-4a55-ace5-738859ab730f
"That said, there are some reasons to doubt, should this case come before the justices again, that Kavanaugh will reverse course so soon after he cast his surprising vote to follow existing law in Milligan.",Left,alternet,Politics,1,1,df93cb14-13f7-49b2-abd9-ce70a64349f5,c27de060-1249-4131-85ee-9390ffb824c9
(GOP megadonors: At least she's not trying to stop kindergarteners from transitioning.,Right,townhall,Conversational,1,0,45e62324-e652-4150-aee3-14a0d89afe97,949fd4c2-801b-4491-8ee1-37f7a94fb86d
These three terror organizations have formally pledged allegiance to ISIS in the past.,Lean Right,just-the-news,Disaster,1,0,7308f29a-d9bb-490e-bedd-f978c6eed4c6,bb17029b-eba7-4950-80a5-44588b42ed06
"DAVID BROOKS: Yes, I mean, it's important to remember he grew up as Germany was nazifying.",Lean Left,pbs-newshour,Politics,1,0,8b441e27-a0d7-4989-a63e-f1caecc9d853,d52c7436-7f82-4a0a-9bee-21702076f437
"Fortunately, she always finds a way to inspire us with her astonishing ignorance and her absolutely remarkable self-confidence in spouting it.",Lean Right,hotair,Geopolitics,1,0,f6a7fa21-5598-4fcc-972d-3b524a78b463,beae109c-c2b4-455d-b208-14bbcb679b42
"Instead, the area has facilitated their interception by the abusive Libyan coastguard and return to Libya, where they face gross and systematic human rights violations.",Left,alternet,Disaster,1,0,4c91fdd4-81f4-41d6-97d4-97a2fdadf9e7,2bb1d932-3133-47cf-bf3f-60cec1c50d91
"Tea flavors include brown sugar bourbon, forever frosty, peanut butter brownie and more.",Lean Right,new-york-post,Conversational,0,0,6acae8c4-856e-405f-89f1-0ec7e64163b4,371e7e4a-241b-497c-9aea-4f0fb9c9f1b2
"Silva has tried to replicate his cooling roof, but although his Teto Verde Favela project helped green the square where Figueiredo was sheltering from the sun, the garden roofs haven’t really taken off in Parque Arará, which remains a blistering red and grey jumble of brick and corrugated iron.",Lean Left,the-verge,Conversational,1,1,7295e290-46b3-47c4-8031-c5cb761987eb,c9d75f18-943a-43de-b2f2-523ca39afaf3
"In an era where legendary films like 1939’s Gone with the Wind, made in a different time, are cancelled or removed from circulation today because they have offended the cancel culture gods, Jingle Smells stands out because it is utterly unafraid to take on cancel culture.",Right,the-american-spectator,Entertainment,1,1,192a4323-45ad-498c-bc82-b1dd27c05be1,7233a367-29ea-472d-bfa2-22ba377bf1a9
Israel has given them until 12 midnight on Saturday night to release them or the pause will be over and the attack resumed.,Right,american-thinker,Conversational,0,0,f594d281-6237-4c9b-8164-f263b11a166a,6a824712-64d1-48f2-85c9-47941ab3ed29
"But while the community might feel quaint, Nashville is a titan of the health-care industry.",Center,cnbc,Economics,1,0,4fef7e0f-a52e-4e22-93f6-d59604111d8c,11915c30-ace5-4f3d-998b-4b8188a440f4
"The scarcity of this asset class boosts its total value, which is why it can be highly profitable for individuals especially interested in putting their money into digital currency.",Right,newsmax,Finance,0,0,eaa8f701-6132-4e47-8821-c267480002c8,8ae4dfbc-4932-4e2b-a0df-69af6cf8979d
"Sorry, but this has gone on long enough, and it’s time we pumped the brakes.",Lean Left,the-verge,Gadgets,1,0,ad1e1272-1618-4f36-86cd-28e7d528c826,048a8aae-d8fe-4533-a5f2-30e6e81e2895
"Israel and the U.N. have rarely enjoyed a good relationship throughout history, but the scale of the divide at present may be a new nadir.",Lean Left,washington-post,Conversational,0,1,6569276e-78aa-4e7e-a1e7-10d73868e674,b7b5d1d8-389e-4879-88a3-01f3e5d73d04
"We don’t know how Republicans will react to his loss in civil court, which Trump has said he will appeal.",Left,alternet,Politics,0,0,be0b36a2-88e8-42b9-94ae-fd12ef14bb79,4bbc0209-efd4-4b86-be0b-c1d9f7b48c0c
"There were whisperings that Thomas Jefferson had carried on an affair and even fathered children with Sally Hemings, one of the slaves at Monticello.",Right,newsmax,Conversational,0,0,5cb79c26-d052-4d58-99ed-58edfda892c1,964f39c1-ccec-42a6-a948-2ae3495ace64
I think that it is a valid interview and that it was very important for the Hispanic community to know what Donald Trump was thinking.,Right,newsbusters,Politics,0,0,2bd82e34-747a-4edc-bce9-a1db8f8c0626,958ec874-6c80-45d5-b450-ab4d6c22037b
"This was especially evident at universities, which had been hotbeds of radical leftist ideas even before.",Right,american-thinker,Conversational,1,0,73deee8f-827d-4249-9d25-9186f3facd77,f871a33e-be80-4d30-8668-2a58cfdc9e95
"(READ MORE from Itxu Díaz: The Third Annual Idiot of the Year Awards) There are so many idiots that, if they flew, they’d black out the sun.",Right,the-american-spectator,Conversational,1,0,e5bf2e7f-1fc1-49e4-9ede-bee20bd5229d,3250aa1a-8947-4267-b59d-42a726976635
Antipathy toward his art was and has always been antipathy toward what he portrays in his art.,Right,american-greatness,Literature,1,0,c728a4c1-53da-409a-aa86-d2374c05505e,c2a36cc0-ea82-4ceb-8530-756545a3a082
Those few patients who are still alive - including Castillo - have survived in spite of the artificial windpipes they received.,Lean Left,the-guardian,Healthcare,0,0,937ff4b5-c529-4a32-98e1-885e435bf312,2cb7fd52-f8e8-4d32-a8e5-b94e691062f3
John Kerry lets loose an audible fart during his talk at the recent COP28 climate conference in Dubai.,Right,townhall,Environment,1,0,48cffb27-50a7-4b2c-9197-562ed3a061fd,fea40000-4e3b-4e4a-8ab2-a8af52676c50
"A simple way to invest in the space is through exchange-traded funds, he added.",Center,cnbc,Finance,0,0,8a13418d-9c10-4d9b-945c-f4ea34e2677f,570ab7b1-bb5c-47b8-9e47-8fe930e68afe
"Irving Berlin’s White Christmas Sheffield Crucible, 9 December-13 January Grace Mouat was a superb Cinderella at Manchester’s Hope Mill last Christmas.",Lean Left,the-guardian,Entertainment,0,1,9ae8237e-26cf-40c9-8afb-9e6290b366ca,d78afb28-1566-45b9-bfb5-e4abc9d05fb8
"So it is a huge cover-up [by] not just Anthony Fauci, but throughout the government.",Lean Right,reason,Healthcare,1,0,b0ddc9ae-ed54-4e07-9ecf-ea7752e15fb6,55eebc9f-478f-42ee-9ef8-6349dffeec12
Pros: Budget-friendly Innovative kickstand design Groovy colors Cons: No MagSafe on The Wallet Slayer Vol.,Center,cnet,Gadgets,1,1,1702cdf3-3848-4c02-bf2a-75011ca2ded4,06c536cd-f38b-475e-9290-2475eccf6030
"And even if he does, that may not be enough to save him.",Left,daily-kos,Politics,0,0,b2030b1b-6c87-4fe4-b594-bf091e570d30,ccbb2581-8773-4d29-bb89-9404161f664f
"But its tendency to imply that football only started in 1992, when the Premier League launched.",Lean Left,the-guardian,Diplomacy,1,1,7148cf18-8b81-4591-93bb-806751ed87f1,71daf3ac-ff48-416a-8da0-ba4c700053eb
Or maybe the U.K. can hold one on whether to take back the U.S.,Right,american-thinker,Politics,0,0,de95bf4d-6885-4972-abcb-12e6116c1773,7e34e75f-afbb-4f03-b9ae-09278e2a80fd
The line between a crowd raising its voice and raising its fists is a thin one and it’s very easily crossed.,Lean Right,hotair,Politics,1,1,a30805bd-8330-49a6-b4e1-76f1b838197d,61cf3123-3125-4902-9910-62fd695c62d3
It’s the sort of commitment that founders of Moms for Liberty hope to soon be receiving from school board members and local elected officials nationwide.,Left,alternet,Politics,0,0,413bc21b-a120-4787-900b-f1727be68ef1,2516c56c-d348-4a9d-afcc-2e3bf4a20045
"Research has shown that in states such as Illinois and Michigan, the costliest flood damage occurs in Chicago and Detroit-major cities with large black populations.",Left,alternet,Conversational,0,0,c914c54e-2253-4f7d-93fa-a110b6ad107c,fc0f3857-1a2b-400c-8558-fdd66d62a35f
I love not having to plug in my dock at my workstation if I want to get a few photos off my SD card.,Lean Left,the-verge,Gadgets,0,0,1dc9d8bf-d43a-4474-8586-0b3cc010e370,33150e63-e1cb-4dbf-863d-32be5eb4dddf
The situation is so dire that U.S. officials are closing the port of entry there.,Lean Right,hotair,Politics,1,1,373de07d-7fe0-45c0-81ce-3ed0449b0641,cf89e26f-b55b-4c62-b5dc-785c10212720
"The startling figures do not include known and unknown ‘gotaways,’ which indicates the number of illegal border crossings is far higher.",Right,infowars,Politics,1,0,4fe7dc8c-8097-48aa-913b-d6283ab455db,4487649f-04a0-45bc-95a2-d9094dff330b
"The outlet goes into lengthy detail about how Elon Musk is responsible, as Xitter has become a welcome outlet for these right-wing groups as well as those like Tucker Carlson, who openly criticize the Irish Government.",Right,townhall,Politics,1,0,6dd5fc97-b9da-4d7a-8780-03ced9ea373a,0b122e37-ea6d-4255-9ef5-b65b7696a629
"Reason: He talks about this doomed historical figure, James Fannin [a soldier who was massacred during the Texas Revolution].",Lean Right,reason,Conversational,1,0,355b5368-53d6-40b4-b1e5-1149fc5eec40,e5c4c1ef-3180-46b9-bb49-1d995645c020
We’ve reported on local campaigns to give people the right to roam in green spaces and tracked the health of everything from spiders to orcas and Antarctic sea ice.,Lean Left,the-guardian,Environment,0,0,65502521-ae15-4b5c-a115-b4bf255ed84c,bc538f67-5ad3-45b7-bc1f-fcd9de10cd97
"President Biden’s plan will reward investment at home, stop profit shifting, and ensure other nations won’t gain a competitive edge by becoming tax havens.",Left,alternet,Conversational,0,0,847feddc-230a-4588-ad98-b63398977dca,4e75b0a8-94ac-48dc-91a0-c1518df283d2
"Born Sandra Day in El Paso, Texas on March 26, 1930, O’Connor grew up on a cattle ranch and was accepted to Stanford University at just 16 years old.",Lean Left,variety,Politics,0,0,365230cc-d706-4db0-b4b9-d44997587afa,c48e9f63-9f1e-4d8a-b1dd-61608d1c9f0e
"Wall Street celebrated the streaming device company's third-quarter report Wednesday, in which Roku reported strong trends in content distribution and advertising as well as uptake of its Roku-branded TVs.",Center,cnbc,Finance,0,0,7e493873-3041-49c0-8855-667afe6f9bcb,62375a1f-622f-41db-8cb1-84ce5b186d02
"They confirmed a loss of auditory nerve function among these patients, as well as a kind of hyperactivity in the patients' brainstems.",Right,newsmax,Wellness,0,0,5fed0daf-2ce8-40ac-8359-c54972bd66fc,9411f6dd-0e68-4792-8c32-f2e0cdcb2f2e
"You know, the great thing about acting on climate change is that it is an investment.",Left,alternet,Environment,0,0,fb4454ab-5d5d-4416-b688-555a97626cea,fb327bbc-21d8-4e23-91b7-088e456acd75
"Teaching Formats Like many aspects of postsecondary education in prison, pedagogical structures within programs are understudied.",Left,alternet,Education,0,0,9a1bf464-3f4a-48c9-9b7d-a6798921498e,c7a2d4dc-fb95-451d-bf7c-dc3884b868d0
"Over the years, he has made hundreds of millions of dollars from the lucrative partnership.",Lean Right,zerohedge,Sports,0,0,bf890763-b89c-4407-9331-58df0806ab65,617a8db0-d3df-475e-819e-1f973c759244
"All Americans, in good faith, want a college education to be uplifting for students to achieve the American dream, not destructive, insane indoctrination.",Lean Right,washington-times,Geopolitics,1,0,e23d6ed1-0cf1-4ccf-9479-2de7c2e59f27,d368d9d6-1151-437a-9070-6955867e9f66
The media tried to destroy Reagan but he simply didn’t scare the average American; Trump even annoys many of his supporters and does nothing to bolster the Party-which is necessary to create a new coalition that survives him.,Lean Right,hotair,Geopolitics,1,0,c2f0de36-e150-4b5a-a3a9-74c6075bbb91,1bbf7736-8f24-49a3-9a84-8aec92b56003
"She returned home in a severely traumatized state, whispering because, for almost two months, she had been forbidden to speak.",Right,american-thinker,Conversational,1,0,e6f3cfad-ab36-4aa7-b344-80227066f898,05b07c53-f15e-4cfd-b2e4-8710a30ff5b4
"Human history will be consummated in Jesus Paul, the apostle, speaks about all things, in heaven and on earth, ultimately being united in Christ (Ephesians 1:9-11).",Lean Right,the-christian-post,Religion,0,0,c932970c-ba3f-481d-b871-5e145f42b880,c413d907-16ee-4a27-b436-92937648c972
"Harris’s cooking bundles convention and invention into a restless, ever-evolving menu.",Left,esquire,Gastronomy,1,0,784bf696-525c-4829-b138-45a6ca484aca,7a643093-9a9f-4af2-8e88-a098c71aff27
It’s how the world used to work before the Western civilization that Team Obama hates so much came into existence and banished barbarity to the barbarian lands.,Right,the-american-spectator,Conversational,1,0,4d624663-1fd1-4e6c-b585-78e1da4daa90,78a92ca3-9fb2-4364-8880-48c15fcb7a43
"So in total, it’s a huge team that brings all this together.",Lean Left,the-verge,Conversational,0,0,9b87b042-995b-4151-bbc1-57b33a668e6e,3303b531-1620-4b60-bd99-99cb71df8acc
"Mohamed El-Erian, chief economic advisor of Allianz and former chief executive officer of PIMCO, spoke about the uniqely powerful relationship between Munger and Buffett in a statement Tuesday evening.",Center,cnbc,Finance,1,0,939a7820-3a86-4e3e-8a71-43442fcfaf29,552cd0de-2d8f-4c88-8bd6-3cb35d483c4c
"A camera follows Kirby around for much of the production, projecting giant images above the stage.",Lean Left,the-guardian,Entertainment,0,0,7575b48b-b0f7-4cbb-88a8-e2233fa27610,155209f6-a220-43ad-ba19-66843cb80160
"In 2016, astute observer Salena Zito described the disconnect between Donald Trump’s critics and his supporters in a manner that applies, in 2023, to the DeSantis divide.",Lean Right,hotair,Politics,1,0,689f0295-6b8b-42fc-9a3d-427a94cbca0e,df407eec-c59d-4c3e-bef1-6aa6b2ebd5fa
The White House said Monday that the weekend attacks show what loose cannons the Houthis have become.,Lean Right,washington-times,Geopolitics,1,0,f76bb6c3-a2b8-4c35-808a-ce92a11e7ab9,a825545c-cd59-422c-a24a-d506eafdddc1
The head coach has talked glowingly about the X-factor that Arundell possesses but privately some members of the England management are said to have doubts about his current suitability for the Test arena.,Lean Left,the-guardian,Sports,1,1,7109d42f-62dc-458a-a7a8-39f8b3bab784,c302974e-0ae7-4178-8241-067febc1cc02
"If Dostoevsky urges us to reach for the heavens, then Tolstoy teaches us by artistic example how we may touch the transcendent here and now in our messy, fleeting world.",Left,alternet,Geopolitics,0,1,833580fe-91d4-4681-9b17-46da1bcdbde9,0cce3029-a235-4764-a02d-4bf9c179849c
"The unlikely tale of how Messi ended up in South Florida begins in January 2018, when Inter Miami announced it was joining MLS as an expansion team starting play in 2020.",Lean Left,time-magazine,Conversational,0,0,81a27071-4c36-4f72-8d59-4b3b375728ae,fe64363c-00af-4e24-a1dc-e9794c2c9bd5
Marginalising and demonising the radical right has failed to staunch the losses.,Lean Left,the-guardian,Diplomacy,1,0,688d0c6f-8dc7-490a-8848-d43593732146,123e9a4a-40eb-49e9-a647-c3dc9a928a3c
"In this relationship, all her qualities came to the fore: her imagination, her creativity, her ability to communicate, her steadfastness, and above all her generosity.",Lean Left,the-guardian,Literature,0,0,f6eb3383-0905-480e-95e0-4ee49dfbe531,f6e78bcc-429b-4011-ae97-25032093c388
"If not immediately after Iowa, then after the first several primary states.",Lean Right,boston-herald,Politics,0,0,b2a3b3c9-fe80-49bf-b391-c81cad476b3d,b6461074-91a8-454a-ab04-58666b07481d
Such rulers might live a hundred years without ever seeing one single really independent man or ever hearing the truth spoken.,Left,alternet,Conversational,1,0,1123031f-9f4a-4774-b7f9-00070725cb1e,52083e62-f4ab-4b1f-b1ad-6d3759ef5fac
"So, he dusted off his old matchup zone defense, trying to compensate for his small defenders by zoning opposing big men.",Lean Right,new-york-post,Sports,1,1,07fb3c3c-a825-49f4-bf24-3ad79dd5d11a,405fd000-615f-4b69-9804-6362a10b502b
"""He says, ‘You’re not going to be a dictator, are you?'",Center,detroit-news,Politics,1,1,617cf0dd-4704-4170-a1ea-bd7aed258131,b142c2d7-971e-4005-b3f4-9c293fc72b61
"In doing so, Israel has demonstrated every intent to spare civilian lives in a quest to eliminate those bent upon murdering nearly 9 million of their own - while in the process - recovering as many kidnapped hostages as possible without ceding military advantages to those with no demonstrated interest in protecting human lives on either side.",Right,newsmax,Geopolitics,1,0,41447d78-5622-424e-a280-2881eb328186,564a8f22-adf6-420f-834b-822559ed5c8a
"Almost 8,000 Marriott hotel workers across seven major U.S. cities, some of them in California, walked off the jobs in 2018 for two months before contract deals were settled.",Left,alternet,Finance,0,0,081dfe23-4f17-4d73-adb5-c69343548da8,317ca630-022c-412c-ac5a-730ed26722ea
"Before programable CBDC makes that happen, he says, we should bank on our Founders’ foresight and, like the early settlers, put our trust in money backed by gold.",Right,american-thinker,Finance,0,0,54b8b724-ccb2-4061-9444-d91728ca6485,9ec62908-9207-4f4d-ba58-324ab7ea21c7
"I can still see the Coyote walking slowly through the sweltering desert, sun high in the sky, sweating, tongue-hanging-out, about to collapse from heat, hunger and thirst.",Left,alternet,Environment,1,0,cbd8aac7-7750-4b36-ad08-b575feef01b4,c2ce4643-6296-407a-be1c-b2fcefaed6b8
"Businesses became especially susceptible to cancel culture, and many chose to appease the mob rather than risk a cancellation of their own.",Right,townhall,Geopolitics,1,0,b94e39b6-e30a-4fe3-8bab-689de37c1190,59f7948e-4432-46cf-83f4-a30ae702e6ab
