text,source_party,source_name,bias_estimate,model_uncertainity,sentence_id,article_id
"Mr. Massa, who is also the current economy minister, struggled to make a case for why the captain of an economy in such dire straits could also be its savior.",Center,christian-science-monitor,1,0,6259f5d1-1c35-48bf-bae6-8303a292e1df,1c7ba954-43a8-4806-b4de-e547841330de
Some of the recent coverage has centered on the idea that Haley might be the best candidate to serve as a non-Trump option for Republican voters.,Lean Left,washington-post,0,0,297673f2-491f-45c6-abf9-12d0092b88d9,bf8abb6b-cd13-483d-bfea-b8aadf3fd778
"The report says countries in the region will have to spend between 3.7% and 4.9% of GDP annually, compared to just 0.5% they spent in 2020, to bring their combined total investments to $2.8 trillion by the end of the decade.",Lean Right,washington-examiner,0,0,09db23f8-d8b3-4cee-8434-100ff9ea0588,38a6a852-fa99-45dc-9ccc-48b6b4dc5e80
"Ultimately, this should allow the iPhone 13, iPhone 14 and iPhone 15 to connect to and wirelessly recharge using third-party Qi2 chargers.",Center,cnet,0,0,98b9b47c-6022-4a99-8223-a5a1034342ac,8cb1f49a-720f-48c1-9bde-7c5c9dbd2a21
The Indiana Pacers and New Orleans Pelicans haven’t often found themselves in that spotlight.,Lean Right,washington-times,0,0,ab9a7035-6102-4570-a815-fe0b4c555709,f2d3fe13-e5d8-445b-b360-66dbd081603f
"The EPA rule is just one of more than 100 actions the Biden administration has taken to reduce methane emissions, Zaidi added.",Center,detroit-news,0,0,c8db6a45-d6f0-4147-8a97-b6e14f307840,9c00b2c6-4f05-4007-99e5-71164f710f9d
"Increase credit score Generally, people with higher credit scores qualify for lower interest rates.",Lean Right,fox-business,0,0,bd3403d7-ff2b-4acf-b715-ed978cd4efb1,91511ba1-8c86-4c7c-a04d-3d6c713a3379
You can always expect Amazon's own-brand devices to go on sale during big events like Cyber Monday.,Center,wired,0,0,819bbfa5-ca87-4788-9c65-daa34dd226d7,b02dac2c-55e2-4ab9-8ed9-9fc249643cc6
"Now since then, Ukrainians were on the offensive; it was a slow, methodical offensive.""",Lean Right,just-the-news,0,0,2931e8f0-e587-42c6-8a4e-05b255603091,896ab715-e1bb-40e8-92c3-dd1b278ef7ba
"Some will cheer, but if anything, Santos’ departure is primarily leaving confusion, chaos and in-fighting in his wake.",Left,alternet,1,0,cb48be6c-97c5-4414-9d37-a6b981b9b0de,0637f818-0474-42c6-b38c-be6245412870
At the Labour conference last month we were joined by Nour Norris.,Lean Left,the-independent,0,0,542adee8-ae83-49c2-acce-0bffb4e8ede1,01ce697c-9276-4f24-b946-91d25b7c99d6
"AFP via Getty Images 5 Lopez, 54, was seen rocking a striking Grace Ling look featuring a gleaming metal breastplate.",Lean Right,new-york-post,1,1,367553a5-641b-491d-b2e2-2ec01873bce1,e2f20751-6a11-41fb-b0d7-9b4e51ac3e45
"They also were more likely to have depression, anxiety, suicidal thoughts or a history of sexual abuse.",Right,newsmax,0,0,403a27a0-97f8-4137-8437-0c111b91b70d,d550822a-9a6c-4d35-b929-3a8f42fc8f68
Cane’s stand-up tackle on Jesse Kriel was a split-second misjudgment with life-changing repercussions.,Lean Left,the-guardian,1,0,a62a2a5b-fae7-46c7-be56-7f643009ff51,81e40c72-a38e-42d8-b7b5-3bb9263358f5
There are several ways to donate: CLICK HERE to donate using the online donation form.,Center,az-central,0,0,8c2a4c22-f196-4243-8fe0-fc8afe97ce53,abf3ce93-36b4-4ebe-96a6-f5d6c1fd90a3
In a patriarchal society like the Bosnian Muslims’ the whole Muslim group would not survive without its men.,Lean Left,the-conversation,1,1,64866c36-264b-416c-9f0c-290a39e2020e,8c63711b-ccbb-426e-be8a-bedc0a845817
Batteries are part of a complex home energy system that varies between households.,Center,cnet,0,0,95404d43-2ff9-4b64-be1d-7f408980b9c0,7686c1fe-3f7b-489b-a061-656fde993bb2
"Jews - Louis B. Mayer, Carl Laemmle, Samuel Goldwyn, Adolph Zukor, William Fox, Harry Warner, Marcus Loew - founded early movie studios because they could.",Left,vox,1,1,30212480-619a-4a7a-9bca-60c3abc7acf9,c4e326ed-985f-4ac6-abc2-89c5a8d3727e
"The new law simply formalized an age-old practice, she said, which should continue regardless of the Supreme Court’s ruling.",Left,alternet,0,0,00f9ab25-bcb5-445b-86f6-0db1e21ce979,42d923f8-58cb-47b4-829f-51fd1159c380
A study that compared test scores of more than 144 million students on a standardized international exam and 270 million exam scores of US students found days above 80 degrees affected academic performance.,Left,vox,0,0,9f5ba2ad-c258-4c9e-af76-6921c5865069,11481f3a-1f11-40c9-8c0a-ba78d631bf3b
"And while it might seem too late after you're charged to do anything about it, sometimes the fees are refundable.",Lean Right,fox-business,0,0,9ceb0126-715d-4101-b38b-39060f04fc12,0a930ed8-f4c7-46b6-bb5d-cbaa8f3fa752
Altman is at the center of it and leading the charge.,Center,marketwatch,1,0,2f258ae5-3402-4001-a446-fb3e0d60eb22,7e1d82bc-6b77-4d37-a937-f7f70b4f3db9
"Yeah, we used to have to say, Well, 15 years ago we did one, sorry, you missed it.",Lean Right,christianity-today,0,0,ff48c8ec-8bd4-47f4-b58a-7edd576a8180,562a1474-5488-400b-8958-d550700ae339
"In May, 130 U.S. and EU lawmakers signed a letter calling for Al Jaber to be removed from his post.",Left,the-intercept,0,0,af6cab0e-2dec-4644-a5a5-9b13a19b4b6c,69624c66-e6e5-4f7b-ac20-ae802b9eb528
"Some Mayday fans said they were disappointed, while others defended the band, including by posting snippets of their live performances where Ashin could be heard clearly singing out of tune.",Lean Left,cnn,0,1,8c1a0efb-c123-4502-a917-bbe33e396db5,63444f67-5531-4e6b-a4b3-f21706f77832
"When a 45-year-old woman said she had nothing to hand over, Usman tried to sexually assault her, police said.",Lean Right,new-york-post,0,0,7df704ee-7eeb-4cf7-8277-e29bfb2bc232,30f8d7dd-5015-47ec-9f9a-6744e5477725
Isaacs has more than just a pecuniary interest in her claims against the Sacklers.,Lean Right,washington-times,1,1,db53260f-eb54-4f3a-b844-80ec9255de74,f3fd9c62-4313-4936-8d1b-05738aaae7a3
"The real benefit of robots is taking over the three Ds: the dull, dirty, and dangerous jobs that we probably don't want human beings to be doing anyway.",Center,wired,1,0,afe77d0c-cd0b-4fbe-9ca5-7ebeff24a76d,ff257673-6dab-44ff-b3f3-1cc2b3479c32
"That's what Buffett did in in an interview in 2017 by way of explaining an earlier, dud investment he sold in International Business Machines, and his winning bet on Apple.",Center,cnbc,1,0,0dbf945c-a7cd-483c-b2b7-2edbaf3fb6ca,24be029b-95ba-4877-ac88-09ea0768c12a
"The deal also brings immediate 11% wage increases for background actors, stand-ins, and photo doubles, as well as an immediate 10% wage increase for stunt coordinators, while other minimums will increase by 7%.",Lean Right,fox-business,0,0,59ea5451-9b2a-48ab-a215-58ee0564eee7,67d846d4-0cfe-44af-aa7c-c068bcf9ee3c
"And Edward would - He would snap, if someone looked at him the wrong way or if they looked at me when we were together.",Left,the-intercept,1,0,db96e391-bbdb-4b5e-a132-4187e5588a7a,ae1eadd0-dd0c-479d-9b4e-d25de7700da3
Greene was reportedly expelled from the Freedom Caucus earlier this year amid her public disagreements with the bloc over its challenge to McCarthy's leadership and its subsequent negotiation with him.,Lean Right,just-the-news,0,0,0c92a95b-2b0f-4f12-9240-1491b4a1141f,b4fbd325-c689-4706-8c7f-955d4b123db0
"The incident began before 5 p.m. Monday, when police received a call about possible shots fired on Yoo’s block.",Lean Left,washington-post,0,0,cfd72df6-8a3d-4ea1-8fa4-e6f80dff14cc,fabd9777-ebbd-4434-88cd-daa510f2d570
He's the only Democrat currently holding office in Woodbury County government.,Left,alternet,0,0,c8e11ba6-9919-4baa-ae1e-6b169310d2c6,3d9571cd-747e-4e2d-808b-9ee81d6d09bd
"By the end of his second term, his approval rating had fallen to 15 percent.",Left,vox,0,0,a203e2f4-f969-448e-8a39-9f98588f1100,4cff05dc-6733-477c-ae52-63b013b2db75
"Their views on migration are hardly poles apart: Mr Rutte was keen on an EU gambit to pay Tunisia to ensure fewer boats full of aspiring refugees departed for European shores, going as far as accompanying Ms Meloni to unveil the deal in Tunis in July.",Lean Left,the-economist,1,0,d8c858fe-06fb-48aa-9c8a-c9551d2d7383,d30b952a-0d2c-4f0f-acbb-d201c77025c6
"Last year, the American Library Association says across the country there was an increase in efforts to remove books from schools, especially books about LGBTQ people or people of color.",Left,alternet,0,0,f173771f-f957-44e9-860f-88968885f2ae,33a18999-da58-4597-bb75-861e173a8130
"Oh, and did we mention Cootie’s idol, The Hero, a real-life superhero with an authoritarian streak that would put some of the worst offenders on The Boys to shame?",Center,wired,1,0,edf9abb9-c35e-4897-bd91-205a2b623726,2eb3f322-1874-4848-86ce-d60de2b43c39
"In Pennsylvania alone, at a two-year peak in April 2020, about one in five people died who were hospitalized with COVID-19, according to the Pennsylvania Health Care Cost Containment Council.",Center,pittsburgh-postgazette,0,0,93d8aeff-bacb-4581-a86f-4895a463794c,2a96c822-a8ea-4b93-97b4-32a1c6acbd66
"A couple thousand dollars is a nice holiday haul, but the recipient is no more likely to become a billionaire than to end up a gambler.",Center,marketwatch,1,0,842693cd-2546-4876-967c-98f99a39d06c,eacf2c0c-5e79-41f5-87f5-b0f79071841c
"Tyson is a publicly traded company, meaning that it files dense financial reports full of information about its business every three months.",Left,alternet,0,0,e833db9e-8519-43fc-84e3-64b2e2048bda,6f806f70-5013-4f31-9e14-b116ada7e442
Fit It's key that the earbuds you buy fit your ears well.,Center,cnet,0,0,019edb0b-8260-4986-80c4-d600f4f3ccac,e0d6115e-cd78-4a73-be5b-eea9bfca8130
"A quarter of the population has now left, leaving a smaller pool of emigrants on which the gang can prey.",Lean Left,the-economist,1,0,39f466ba-cd1e-4fb6-b7ab-f165dbe79001,d80615d2-a435-4809-9b6f-4de31febcd5d
"But still, the NIH is more secretive at this point than the CIA.",Lean Right,reason,0,0,64b0ec20-ebab-4187-90ce-cfda6c53c507,55eebc9f-478f-42ee-9ef8-6349dffeec12
"Yes, we all want to be able to afford the things we need, and to treat ourselves to the odd shiny bauble, but if you take a step back from the toys of the mega-rich, it becomes clear that the emperor has no clothes.",Lean Left,the-guardian,1,1,eaf59915-634b-4755-b675-6c6b15b5c45d,eff1b295-8868-45ed-9722-4c5314860d8b
"Through these and other outlets, Beijing attacks American actions and motives, erodes faith in the international institutions the United States created after World War II, and trumpets the supposed superiority of its development and governance model-all while advancing the theme of Western decline.",Center,foreign-affairs,1,0,a1596415-1ad3-44d5-9d81-fcdb59a21eb7,679faf11-f83a-44f4-8ff3-4ed20c91b179
"At a White House stag dinner in February 1954, President Dwight Eisenhower shocked the new chief justice of the United States.",Left,alternet,1,0,9f3fdd75-3ebd-4e86-b819-d187e4c79791,9cfebe75-072c-4305-88ee-3a46c1089286
"And when the soldier is marching with a snare drum between his legs, it clunks his knee.",Center,wired,1,0,fceac745-5477-44ec-aaa2-2b6ad04320cb,56237352-e07d-44b2-a7f4-fbb2f5b1f6af
This harsh reality leaves the Grand Old Party (GOP) incapable of tackling the systemic problems our country faces.,Right,fox-news,1,0,a59368b3-b229-486d-b0e7-5c41ee8843d6,271f82bd-d9bc-43e2-8c78-02e1da624d4d
"Laura: Ganesh Sitaraman’s latest book, Why Flying is Miserable And How to Fix It, published by Columbia Global Reports, is out November 14 and is available to pre-order now.",Left,new-republic,0,0,789d3d33-5177-4b80-886a-a192a86ab320,1ee85bd2-28d8-4626-aa4a-09e8e9491e1b
"And the mailman coming by, you know, and tipping his hat at me, and the old man walking his dog.",Left,the-atlantic,1,1,6635cd02-dab8-4f92-a9e3-a90750f09601,8a9c71b9-a8bd-43ad-8234-63c97c42b571
"Without action from governments and other stakeholders, climate risks could have a major impact on the overall value of investments, and on the economy as a whole.",Left,alternet,0,0,2a154d33-8d46-44e0-8ceb-6a7f702681d2,8c4cf175-8dfb-417a-a8c2-afef9c12a80c
John Kerry looked on from the front row as Sultan Al Jaber of the United Arab Emirates took to the stage in Abu Dhabi in January.,Left,the-intercept,0,0,f328bdec-5e84-42f9-8cfe-a0bfd0932688,69624c66-e6e5-4f7b-ac20-ae802b9eb528
"Rodriguez told me that the bulk of ViaGen’s customers have a genetic-preservation sample stored in the freezer (for a fee of $1,600) but haven’t gone through with cloning yet, and may choose never to do so.",Left,the-atlantic,0,0,0348f0ed-66f3-44e8-9847-00f5f7bba04f,29c3f3d4-f479-4889-9e8a-aef4b7c15d49
The ultrawealthy individuals funding the movement want the kind of tax policies that benefit them.,Left,alternet,1,0,72951048-8466-4afc-82dc-8820bf475f31,f41b94f4-2c50-4011-b648-2392e3857090
"Beyond just using the traps, the resort has educated staffers on mosquito ecology.",Lean Left,cnn,0,0,8041499d-67d0-46d5-9a14-cd74fbe148ce,e6d9554f-498a-44df-aa25-16c95cbef586
"In past years, there might have been three or four additional teams willing to trade their established starting pitching for prospects, but now those clubs not only are looking to hold onto what they have, some might actually be looking to add pitching themselves.",Center,az-central,0,0,391de67d-4c31-467d-b631-cce1e0f1bd48,4d76f06b-7916-4c84-8abf-f57f0d8bf29d
But such charges are difficult to prove and require jurors to parse technical medical records and testimony.,Left,mother-jones,0,0,1d71a75e-e9a7-417c-adf5-18e3ab933ded,5b305d9e-61a3-4946-8f58-64ec170c48d6
This is how to make your thermostat work for you-and not the other way round.,Center,wired,0,0,e8d07f72-6028-4b84-a78f-7f7e04e825c2,2795591f-8c90-46a5-9998-7e4cdf882da8
"Bottom line If you have less-than-perfect credit, obtaining a personal loan may be challenging.",Center,cnbc,0,0,5abd928f-bc70-47ea-9163-7ecc867d3042,a452d093-6980-47a2-b301-d34bfd8717db
"To refute the paper, Paul taps scientists much more qualified than Fauci or Peter Daszak, the conduit for U.S. funds to the WIV.",Right,the-american-spectator,0,1,4030270d-89f3-45eb-9c01-ae085fc9a853,1dbc07df-ac73-4cd6-a6c8-77029951c2c5
"Freeport McMoRan, the huge copper and gold producer, a proxy for global growth, is trading up.",Center,cnbc,0,1,021690eb-6332-41f2-8b28-8cb81f35e872,1b8154d6-f9db-4782-aa41-130ad573210f
So countries are told that the way they can afford to pay their enormously growing dollar-denominated debt is to lower wages even more.,Left,alternet,1,0,51b7a471-e6cb-4882-854c-1162c2aa666e,43ae6332-7f0a-4e1e-b72f-d4b23166876f
"AP The U.S. Navy conducts Grand Joint Army and Navy Exercise 4, a war game in which U.S. aircraft carriers launch 152 planes a half-hour before dawn about 40 miles north of Oahu.",Lean Left,usa-today,0,0,f3ca422d-3302-4fb1-9666-a0aa06138fa8,be98e52e-2033-4aff-b916-2f74913ca6e1
"Yeah, we can talk about it, But still no one can vomit in front of me.",Center,wired,1,0,161f6e00-19d4-4b15-984a-f9837286934a,fd4d3d4f-c129-428f-91a6-b062e251e773
Sync Video to Paragraph And Berkshire is better prepared than most investments for that kind of a period.,Center,cnbc,1,0,35db2daf-019e-47d9-8f89-94e3f76e570d,be79a248-9cf6-4d09-9688-2a369f6e65d9
"In the middle of our institutions, educational institutions, we've been invaded by Hamas ideology, by the name of Palestine, and by the name of revolution.",Right,cbn,1,0,d280d8fb-d129-4045-a9ac-bdd10a06b426,058bfd0b-330d-436d-a926-ed242893e583
"The government says Rhodes placed a call to Kelly Meggs, the Florida leader, that lasted about 15 seconds at 2:15 p.m. Then, according to the government, Meggs called Rhodes at 2:32 p.m. and spoke for one minute and 27 seconds.",Left,alternet,0,0,024b53f1-ccf6-46ce-99ab-f18fcb859b4e,f858a8ab-3dd3-417a-9003-e85d46d56c36
"Without such information, American leaders must instead default to other measures: selecting evidence consistent with their own views, using mental shortcuts, or relying on U.S. President Joe Biden’s personal impressions of Xi.",Center,foreign-affairs,1,1,4b83b930-f317-4e8d-8279-6e5fa454b196,8dc29db3-de8f-474f-8bf1-66815162acb2
"The mark is the person who is about to be stolen from, otherwise known as the chump.",Center,wired,1,0,ddb3a6f0-e2f5-4b07-936c-c64fd337d26d,1d2f4c43-3408-4906-b5ef-45323c135124
"BUY A HOME IN THESE STATES TO GET STUDENT LOAN DEBT RELIEF Declining mortgage rates push down monthly payments Mortgage rates dropped for a fifth consecutive week, pushing the monthly mortgage payments down by more than $150, according to a Redfin report.",Lean Right,fox-business,0,0,a8e6703c-4d73-4ce7-982f-083901a4e210,d9781d75-a8a8-46b6-9618-11795db954a6
She froze as he chattered nervously and performed what he told her was a breast exam.,Lean Left,propublica,1,0,65eed50e-8b7c-4f44-b861-23651be00277,c1d226ba-d72f-4e10-9206-ecf58c863ee8
"By far the highest concentration is found in strawberries, which contain 160 mcg/gram.",Right,newsmax,0,0,296c0eaa-b3ca-44c6-95cd-7738dfbb6aff,6ea59d53-8adc-4713-96d0-b510c84a9d27
It needs to be remembered regulation does not equate to safety.,Lean Left,the-conversation,0,0,12075e1b-8c8b-444e-8e3a-ae0744ea5e65,ae5c320d-a2a9-46d9-aede-7ae565e3c265
She also revealed troubling allegations against her father and her team.,Right,newsmax,0,1,88d00ee1-eadc-4f08-a645-9d6d97e3815f,7ee37c23-f4d6-4440-b78c-0d9ef443b724
Senior industry officials had also called on local authorities to take action.,Lean Left,the-guardian,0,0,322b3c70-80f1-454e-a116-33ae8af39b7f,9cf9d752-034c-4e17-88b5-9292cfeb3461
"We don’t know what will happen if he is indicted in other cases around the country related to his efforts to overturn the 2020 election results, his conduct in the run-up to the January 6, 2021, attack on the US Capitol, and his handling of classified documents.",Left,alternet,0,0,6af94e79-5959-4363-b9a3-46ad4bb44ba0,4bbc0209-efd4-4b86-be0b-c1d9f7b48c0c
Calling for the genocide of Jews is dependent upon the context?,Right,the-federalist,1,0,fd819a5f-ec15-4142-a348-58251479156e,f261be3b-69d8-4d4c-b60a-1483678008bd
"The Oakland County Sheriff's PAL program has been part of the initiative for two years and has a waiting list twice as long as the number of lessons they can accommodate in Pontiac, said Lauren Fuller, Executive Director of the PAL program.",Center,detroit-news,0,0,90f66714-498f-4ef9-a5ae-366acf4fbd99,09b1dbdb-c8d0-4a2e-a624-435054aac4d8
"But since it’s a blockbuster case, we likely won’t get a decision until late June 2024, which is when the court typically rules on the biggest appeals-regardless of when they were first argued.",Left,jezebel,0,0,dd1fe72d-4fdf-4c77-b1e6-95593223e551,3019afee-d368-47b7-9d22-274ae66966a1
"Still, it is highly unlikely that Chutkan will consent to Trump’s request to move the trial to another jurisdiction.",Right,wnd,0,0,5661bae1-3444-45bf-af0e-0606f190569d,85a3eead-93de-4a4f-a44d-3fe60b87f607
"We page through Snyder’s carefully bound, unproduced screenplay for The Fountainhead.",Center,wired,1,0,a248a9b4-5b92-4b20-af84-2b3e5cfc33a7,d1c2e4ff-f8af-4d44-b06c-b483f32ec3ec
"They call themselves the Resistance, but the only thing they resist are the people.",Lean Right,washington-times,1,0,a5d21a77-b70f-4b84-9df3-60c87fa3faee,ffd9d089-0cee-4831-b03b-875c9d40e0b5
"But whoever leads, they and their followers need to be willing to test their ideas against others’ as forthrightly as possible.",Lean Left,the-economist,0,0,09a029c0-fbf7-45e8-a14e-269cde7d7e16,7ec37dc1-5263-425b-93df-8ca65fdd70b1
"This is in the context of how freedom of the press is in danger, as all of this is within the framework of a very powerful company that is Televisa, which is the owner of Univision, and that, as everyone knows because it is part of the vox populi, Televisa has been a company in Mexico that for decades has used its programming and its power to manipulate politicians, to manipulate the audience, and to take advantage of that monopoly that it had for decades by, well, applying a heavy hand on politicians in to receive favor from them.",Right,newsbusters,1,0,03e9f86f-aa86-419a-858d-0970835cbd2a,df23f769-75a0-4690-8496-becc8e2947a7
"But months later, Russia’s invasion of Ukraine spurred a glut of record profits for the industry, which has poured much of that revenue back into new drilling.",Lean Left,politico,0,1,db990c2a-c289-4c37-b8c5-3209c2d28ca5,e58ef028-9506-4111-bf50-cc124724d650
So the femoral artery is one of the largest arteries that we have access to.,Center,wired,0,0,69d8662d-299e-464c-8125-e04c3b05e4ae,e94418d0-d28e-459c-ad00-d83d236812e4
Matt Elliott/CNET The Dragonfly G4 is narrower and a bit deeper than most laptops we review.,Center,cnet,0,0,fdae9573-3dd1-4754-83cc-b7ff0581478f,0a68d2a0-3675-41f6-856c-fb8d580aad07
The Texas city saw its share of millionaires double between 2012 and 2022.,Center,cnbc,0,0,125bf108-38b1-48f7-a81a-dcf7f3e780f9,bcaf3127-50cc-41fe-a03d-a3e02ba0609b
"When oil is down and the weaker dollar this is good for a majority of the companies in the S & P 500, especially multinationals that do a lot of business overseas because when dollars get converted back its to higher profits.",Center,cnbc,0,0,a806b674-f9df-4b1a-8fad-522e67e1cea4,e7751233-3601-4780-acd0-cfbeeeb9950d
The war’s massive violence and bewildering politics obscure the very layers of human complexity that are the focus of Mr. Mikanowski’s attention.,Lean Right,washington-times,1,0,61be09a9-da2b-4f00-9f26-63c57886a4bc,69065621-67a8-486f-9e50-98d2e086edc5
"And that is precisely why-at least, it is one reason why-the attack on prejudice occupies such a prominent place in the strategy of the Left.",Right,american-greatness,1,0,929ea715-cb3f-4fd2-a6da-e41b898cac68,c4931602-65fe-4702-acda-05d8cae935ac
"Hyperlocal publishers know their communities and their business, and will exceed your expectations if you trust them with even a portion of the investments that routinely go to funder favorites.",Center,poynter,1,1,69ef41e1-5955-47bb-9705-e0a90571aa5e,c34de70c-affc-403d-9b67-21642d3d22b6
The legislation is endorsed by the Sierra Club and the Natural Resources Defense Council (NRDC).,Left,alternet,0,0,25215b55-cf09-45d2-bce1-802717cb5fc7,c86afe79-c1c7-4708-9900-8c781ec11244
"There are, however, options to alleviate some symptoms that come with lipedema, as Friar found out when she began seeing her doctor, Jaime S. Schwartz, M.D., in Beverly Hills, California.",Right,fox-news,0,0,d7691567-c704-42e3-9d45-521ae50adb11,a2ea1c9b-f7ee-43bc-9a70-3e30cb3d68b2
"The Biden administration has been under immense pressure from far-left voices in the Democratic Party who want it to more forcefully condemn Israel, which is waging war on Hamas following the terrorist group's Oct. 7 slaughter of more than 1,200 people.",Right,washington-free-beacon,1,0,e7eb4d3b-62ea-4ad3-8e7f-ae5550f0b842,c0acd10a-5250-4426-93b1-b2fed6c5ff07
"Since a pregnant person has a harder time cooling down, it’s more likely for them to experience symptoms like fatigue, muscle cramping, dizziness, and dehydration, which can lead to more life-threatening conditions like heatstroke.",Left,vox,0,0,ed045cfc-74bd-4ce4-808c-e7af6b730ffe,11481f3a-1f11-40c9-8c0a-ba78d631bf3b
"This movie will feature interviews on theology with theologian Scott Hahn, Cardinal Francis Arinze, Marian Father Donald Calloway, Lila Rose, Antonia Acutis and Father Chad Ripperger, among others.",Right,national-catholic-register,0,0,5aa97ceb-75d7-44dd-b359-b24bce87a185,33e4e1fe-8666-4969-ba3a-efddb11c96f5
"That is very much tied to changing demographics: we are no longer a majority white Christian country, and we were just 20 years ago.",Left,alternet,0,0,eb2d9f3e-c76c-4f68-a8c7-d13319be6566,829915e6-c1c6-4a22-8e99-5944f35c5754
Americans need awareness of their sins before they can repent of them.,Right,wnd,1,0,8038baaf-ff52-4a5f-a4c1-7cf8131f2ef4,b0dead02-22b6-42d6-8f04-4a512928fb62
What do you think future versions of GPT will be able to accomplish that current versions can't?,Center,cnbc,0,0,d5463e5c-93a0-4863-8c80-414d90e6361e,ddf4eac5-78e0-44be-8070-231b288a6cf2
"So drop the dishonest, holier-than-thou nonsense about 2020 being the cleanest, most perfect election with nothing allowed to be scrutinized or discussed.",Right,the-federalist,1,0,79cc6289-9965-4bd6-8f45-d03ce058f504,5da2f0d8-39c6-4229-96e3-98de44ee6a97
Behind the Iron Curtain lay closed societies suffocated by domestic surveillance.,Lean Right,washington-times,1,0,4f35b090-2fea-4a8d-a98c-891c3e69e12b,cce61c7b-1921-4bb0-8f4a-6bfa25e9c42b
"As a recruitment specialist for Oahu’s University of Hawaii at Manoa, Kim’s job is to sell teachers on working with students who have cognitive, behavioral, and physical disabilities.",Left,mother-jones,0,0,5324be03-4693-43a8-a857-5e0bb9cd9029,5ee1e185-a528-4fb2-8bbc-f753c2d561d4
"Investment of funds in infrastructure that might have made a large dent toward solving the problem permanently must now focus on monitoring, alternative water sources, point-of-use treatment filters, health costs and restoring the badly eroded trust of the community.",Left,alternet,0,0,23eb9ea6-59d7-42a8-85f8-a119ba8fcf37,a3c93d17-2c96-4081-9827-87aa965d23cb
"So from a denominational standpoint, getting the numbers from all of their churches helps because they're dealing then with thousands, maybe hundreds of thousands or millions of people, and hundreds and maybe thousands of churches.",Lean Right,christianity-today,0,0,523aa1f8-41fb-4a8e-b7ed-4423bde08d7f,379dff66-8aeb-407b-a7ce-edd67b5d1e32
The Temu parent is notoriously secretive about how that overseas e-commerce operation is doing.,Center,cnbc,1,0,0d68dcac-edc3-4dfc-ad1d-e76fb690bc6d,0c6559a5-3954-4b92-a72d-70bc3db5ee33
"The potential disastrous outcome of weak finances was illustrated in 2019 by the sad demise of Bury FC, which was expelled from the English Football League (EFL) after 125 years of membership for being unable to pay its bills.",Lean Left,the-conversation,1,0,d886acb0-27c9-48ca-8606-f364ef042efa,d4c62650-d48d-42eb-aeeb-9e0b9dbf137c
Advocates Warn Food Aid Could Suffer in Funding Fight The ongoing battle over government funding threatens to claim food aid for low-income women and children as a casualty.,Lean Right,fiscal-times,0,1,b50316d4-ea60-4f20-adec-e3817edbb434,ac35e3fb-291d-4575-aec0-a0642f8d8a63
They package pills with two pregnancy tests and some pads and liners in case of bleeding and hand off the kits to students either on campus or nearby.,Lean Left,cbs-news,0,0,ebde4111-38ce-4670-ab90-0d7e1040b76b,a02395bd-75f3-4920-89d7-b686df2dcc6a
"Goldman, a typical narcissistic Democrat thinks that just because he says it, somehow it’s true and we are all to buy in.",Right,fox-news,1,0,76e29a74-7b50-4495-b5db-8dae476621ae,3aa7bbad-51a5-44a3-b027-cf91e51b2ce1
"Payments for Supplemental Security Income recipients generally arrive on the first of each month, unless it's a holiday or weekend, so those payments will arrive in December 2023.",Center,cnet,0,0,14d9688b-d749-4e4b-a7e2-950905677573,f80d26dd-1f1e-420b-9575-7d7e7f77db4b
"Unions in the public sector differ from private sector unions in another critical respect, which is that in their negotiations for better pay and benefits, they are not constrained by market realities.",Right,american-greatness,0,0,a0697239-de4c-479f-9c04-fe18f034e39d,55869187-f450-4e9a-bd1d-44f85634c4c0
"Milei’s platform included restrictions on low-skilled immigrants, as well as a ban on criminal aliens entering the country.",Right,townhall,1,0,df9979ee-9a7e-40b4-a2ca-a6305135fcf7,6a66368b-f716-4100-83a5-7fe5bf670b63
"Terrorists shot at Iluz's Jeep during the failed escape, killing his four passengers.",Lean Right,the-christian-post,0,0,c09d2579-2993-4fda-b933-81b8215ad29e,87bb7823-e385-4ef9-8da1-49d4241d03ae
"Especially in the early days of someone's walk with Christ, it is so important for them to connect with a mature disciple and to not just be taught by them in a classroom setting, but to enter into a relationship with them.",Lean Right,christianity-today,0,0,4071a87b-95be-4187-bcd7-8d8ac3a87b36,f854d056-238e-4165-a137-0852b8c9d77b
The only way to find out is for more time to pass.,Left,vox,0,0,4dd75718-4dd6-41ae-a4b0-cf1710f6026b,df2be677-96a9-4b29-8da4-594bb61f2e9b
"Jessica Casson/Getty Images October 24, 2023 Who are the ‘kōhanga reo generation’ and how could they change Māori and mainstream politics?",Lean Left,the-conversation,0,0,368cc8e7-1931-401e-b29d-999c789f44cd,a295cb0b-0ad7-4b44-9b81-10e6f7022b34
Major League Baseball teams have until Jan. 4 to sign him.,Lean Left,usa-today,0,0,d450a5f6-d690-45cd-a578-e570cd910588,022e09ce-0f7e-4ef1-a31d-045cebffd9d2
"You can make this by loading green beans into a serving dish with butter, grated Parmesan and cream.",Right,fox-news,0,0,2900fa54-a7df-4b78-85e8-8ed39630b34b,c282b68a-7a2f-419f-b0dd-ff564d1f0520
"Climate activists in Italy over the weekend disrupted a Mass celebrated by Turin Archbishop Roberto Repole, with the demonstrators reading from Pope Francis’ works on the environment during the incident.",Right,national-catholic-register,0,0,2fcfb568-ec44-40bb-881c-cde86b0cc78f,066f1aff-3136-4d95-a7d4-35413ad06225
