text,source_party,source_name,bias_estimate,model_uncertainity,sentence_id,article_id
"The supplies to scare the canines away - LED lights, cracker shells, propane cannons and electrified fencing - will be lent out to ranchers who have wolves in their vicinity.",Lean Right,boston-herald,0,0,3e646896-b85e-452a-beac-bb400fdcd1e0,24fef9ed-19c2-49a2-bfd7-9c82afd8bd86
"At its center are the real-life figures of William Ainsworth, a successful and prolific, if hopelessly bloviating author (and something of a rival to Charles Dickens), and Ainsworth’s cousin’s widow, Eliza Touchet, who serves as his housekeeper and sometime lover.",Left,vogue,1,0,683bab72-ac96-4b4b-9371-5ddcbd0421d9,610e9357-dd86-42fd-86a9-ea2443eb5199
But consumers are still in a rotten mood - and most are placing the blame on high prices.,Center,marketwatch,1,0,552e9df2-7747-470d-a768-521e0808b513,47c9be5e-c251-4a14-bef6-44ed7c95aeb2
"Famous signatories include Bezos’s ex-wife MacKenzie Scott, Michael Bloomberg, Elon Musk, George Lucas, Mark Zuckerberg, and even fallen crypto king Sam Bankman-Fried, whose name has been removed from the site.",Left,alternet,1,1,6d18c429-8f3e-432b-8a3a-fdd0a13579cf,0e7d24bf-7169-42e5-9bb0-a1fc49c280b9
"These Arab states still see Iran as a shared threat, and last month’s brutal attack by Iran’s proxy, Hamas, has reinforced that view.",Center,christian-science-monitor,1,0,06f2d5fb-fe0a-4990-86c9-8001c7587b73,195e5851-bbcf-412c-9d62-a395c99404a1
"As the years rack up, we can see how Felicia’s gamble in marrying this man has not paid off.",Center,christian-science-monitor,1,0,4a1129d0-7f6d-41c3-924b-721c6aa59fbe,62cbd129-dc28-4706-85aa-5aae7140ef91
"Bad Bunny is going to be there, so you obviously have to dress to impress.",Left,esquire,1,1,a421d97e-7841-48aa-8098-3966a3dff65c,ff0cf358-fdde-45e3-b9e0-bfd1ee7fa9ba
"On Mrs. Sokolov’s lap, one after the other, they sat six students from the yeshiva and, with her still alive, slit their throats.",Right,the-american-spectator,1,0,4ce0e12e-eb1b-48c9-b291-bcd569ab90cc,d810677e-5f1a-4a55-ace5-738859ab730f
"Meanwhile, Beshear’s bid for a second term could be an important bellwether for 2024, when his party is defending Senate seats in several other red states - West Virginia, Montana and Ohio.",Left,alternet,0,0,3bfef3e9-52fc-4407-8a3a-a2ddebcfd55d,906ab35f-f7fe-460d-83a5-20a73bed67df
"For Gail Jennings and her family, the Thanksgiving menu is never written in ink.",Lean Left,san-diego-uniontribune,0,0,dfa4bfe6-3c9c-4fd8-8dac-033980d3f584,a5b8c895-01ab-4384-8297-139085efe796
"Last month, a video featuring his discussion with podcast host Jordan Peterson was removed by YouTube for breaching its vaccine misinformation policy.",Left,alternet,0,0,79efd81b-2a32-49ef-9162-b649944e3e0a,f030ca4d-8c59-4270-8bdc-1f3904728761
"At the game, Swift was photographed in a suite looking jovial alongside Kelce's mother, Donna.",Right,fox-news,0,0,98c42cdf-babf-41d0-a8fb-0b176ecb6e50,25d5f302-62cc-4e6e-a1e4-000de2a42a2f
"Omri Ceren offers up as good an explanation as any: Here's the thing about all those outlets that ran stories suggesting Israel lied about Hamas using Shifa Hospital as a military HQ: 1st, it was all of them.",Right,american-thinker,0,0,cf6e7b6e-8f6a-481a-a2eb-1a1b76ad0836,6a824712-64d1-48f2-85c9-47941ab3ed29
"Even astrologers wouldn’t expect chart twins to have the exact same personality, though.",Left,the-atlantic,0,0,6375e4fe-a93d-4171-a4f1-639a9ff6d28e,02ca09c9-47f3-4f26-8a42-b2bdfbc38fc9
"And so have you taken general relativity, or you taken that now, or?",Center,wired,0,0,f4a293d8-d534-4243-a7cc-4f1f6853a8f7,e81bf70b-d793-44ce-9537-26c8fea8c442
"Viet Cong casualties were very high; in many provinces, the Viet Cong infrastructure of guerrillas and shadow administrators surfaced and could be severely mauled by American forces.",Center,foreign-affairs,1,0,7202c487-6d15-48a8-8f43-3d9d3e536cb6,31c97eab-40b2-4ac9-82d0-26eea8fd813f
"Still, Biden’s emphasis on diplomatic engagement is a contrast to Republicans who have flaunted a militaristic approach to China, as seen at recent presidential debates.",Left,vox,1,0,30789906-8617-410e-9de9-327bcd64aa0c,23521925-3d21-4b6e-b399-00839628aa9b
"On a December morning more than a decade ago, a police dog stumbled across a set of female human remains on the south shore of Long Island, New York, along the edge of Ocean Parkway in Gilgo Beach.",Right,fox-news,0,0,0a0c9128-93bc-4983-a59f-1bbd4a1ed0df,5c02523a-bef3-45ea-b210-5120d59127c9
"Democrats not only maintained control of the state Senate but also won enough seats to flip the House, giving them more power to push back on Republican Gov.",Lean Left,npr,0,0,c7faeefa-05e0-476e-8f2e-2028a0b4afed,4bdd806a-0302-4e30-b41b-a1970a31f7a1
And I'm going to use a flat-ended brush to add the yellow color to the blisters.,Center,wired,0,0,cbc8d7aa-d90a-4eca-b095-bfd07bdd0ecb,41e42407-96dd-4b75-b5e8-649998c6bafc
"In Linfa Wang’s ideal world, all humans would be just a bit more bat-like.",Left,the-atlantic,1,0,40f879a0-e053-476b-a2f5-24975a90e912,ab0ab7fb-b742-4b1b-8e2a-03c7f1f08491
"Protesters at the Jan. 6 rally are facing lengthy prison sentences for walking into the Capitol Building in Washington, D.C., even though video shows security officers inviting them in.",Right,newsmax,0,0,4957e1f9-9b10-41b1-bdbc-65091d2c5425,952e5448-21ef-4f5b-9ea5-9835bbcb47f4
"Paul Sancya, AP Chicago Blackhawks left wing Nick Foligno (17) carries the puck as Detroit Red Wings center Robby Fabbri (14) defends in the first period.",Center,detroit-news,0,0,f3053e23-62e3-416a-b38b-7ff49e4fb0a0,6b91e970-a7b3-4f8a-a210-e901ba0bde8c
"Georgia: The Peach State is another business-friendly state, in part, by virtue if it being a right-to-work state.",Right,newsmax,0,1,a8fbeb89-dc7e-4646-8d3b-7a691304f69e,294317fd-9b1a-42a1-a751-598b7d17f8e6
"When the state was a one-party Democratic state for most of the 20th century, Mississippi Democrats were notorious for their factionalism.",Left,vox,1,0,23eacfc3-c7fe-4cf3-a53d-eac38dbd3af1,24664eb7-486b-46cf-a10d-51eb308a51ea
"The company faced challenges supporting 10,000 users playing its live football tournament multiplayer mobile games concurrently online, and needed to increase that number to 500,000 users.",Lean Left,the-guardian,0,0,ef949c70-45a1-44f0-bad0-20b68f45cacd,b423606d-1aab-471d-8d3d-f48842d68853
"The Biden administration updated its list today of federal programs included within its Justice40 Initiative, a document it shared first with The Verge.",Lean Left,the-verge,0,0,e9856ede-0f17-4519-bd91-05595bd415c4,0e8d8005-275e-470e-a86b-81a717144b25
Members of the Climate Generation are in a stage of life that is all about imagining what kind of adults they want to become.,Center,christian-science-monitor,1,0,9d1af483-3f4f-4457-8509-64ddcdbf6ede,25ee074c-892b-4e6d-8546-0987d12a947b
"In his view, he was both empowered and obligated to disregard those time-consuming processes.",Left,the-intercept,1,1,bb467c51-61a7-430a-952c-2a0579540e2e,98ede5a4-ceed-45fd-bee3-1b6856156bc1
"You’re allowed to buy bitcoin futures, which is like they’re giving you a loan to make a bigger bet than your stake.",Left,vox,1,0,b154787b-ec21-41d8-81ea-fbddd2d0bcad,11d74059-9edb-44b5-a319-3cd600346021
"Statements that advocate for the systemic murder of Jews are appalling, and we should all stand against them.",Right,newsmax,1,0,94d08521-f3e6-4f28-91ae-6053743c411b,298af5d9-a16b-4128-b574-a3dce2841f66
That objective includes bringing Taiwan back under the control of Beijing.,Center,foreign-affairs,0,1,675f966c-dbc1-4b97-ae12-07f94c727f1c,679faf11-f83a-44f4-8ff3-4ed20c91b179
But it explains why he is seen more as a pundit than a scholar by those in his field.,Left,current-affairs,1,0,cd8615a7-627e-4a45-b6f7-d8f00e59f219,e77b9a6f-ca46-4022-b12b-7b05783eb0a4
Cohen’s appearance came as clusters of pneumonia in Chinese children emerge as the latest public health issue enmeshed in geopolitical conflict.,Lean Left,washington-post,0,0,d32c622d-649f-45da-b282-61e78a069130,ff6dc62b-728d-45f3-992e-ee6973f54b0e
But can the Magnificent Seven continue to beat the market in 2024?,Center,cnbc,1,1,75ca37d5-5437-4d77-aefc-2a3c04369498,e9b29eaa-7789-4a12-978d-10dce53a0938
"And in order for people in general to accept the voters' decision, they must be convinced that votes are being counted honestly and accurately.",Right,newsmax,0,0,4f02927f-97b9-4deb-87ca-9dcde876850a,36373fa1-a933-4a7a-89c3-91249df6573d
"It was this feeling which robbed progressive idealism of its urgency, and made it appear abstract and unimportant.",Left,alternet,1,0,df498533-9f21-442f-a863-81612ae6343c,4df64b9b-8438-44f4-b9a8-f0bf50b3d3b3
"How to Chat Chicken by Dr Nick Crumpton, illustrated by Adrienne Barman, What on Earth, £12.99 Expertly calculated to appeal to 7+ wildlife enthusiasts - especially those who fancy themselves as junior Doctor Dolittles - this informative guide to animal languages is full of sneezing monkeys, purring chickens and screaming frogs.",Lean Left,the-guardian,1,1,952dbeea-0429-4721-bac2-3fd86a057db5,51e3fa75-34c3-4af7-83d8-ede1613d6711
"To find out where to find the best deal on F1 22 and what the Champions Edition will include, keep reading the rest of the article below.",Lean Left,the-independent,0,0,8217df7a-fa9a-4632-984f-2ca1ef001ee3,ce52263e-d512-489e-ab41-02e9054e60cc
"Something less invasive than a Myers Briggs assessment, but better than being trapped at a dinner, only to find shortly after the waiter brings the water that you already hate him/her.",Lean Left,san-diego-uniontribune,1,0,0b8cd407-f666-40c9-9e96-a6b9d957a48d,e5c71ed0-1e37-4cea-9139-cb36fe5f6a21
The newlywed who was killed by a shark while paddleboarding in the Bahamas was identified Tuesday as a beloved math specialist from Massachusetts.,Lean Right,new-york-post,0,0,bbfc56c4-b338-434f-ac50-0a8ba536c916,254acd2c-0716-40f0-8c2d-0c3bc12c7d96
The Chinese government under president Xi has been accused of notoriously prosecuting Uyghurs and Hui Muslims over the past decade through alleged widespread abuses and arbitrary detentions.,Lean Left,the-independent,1,0,e1279a9b-dc55-49f4-b6ce-9b530d5c04f2,312bf478-0893-4dc4-80da-81b8e10d594a
"A police officer can be seen chasing behind the buck, who manages to make a pretty impressive run for it.",Lean Left,detroit-free-press,1,0,06e58136-86d3-4932-a87d-6ed96f5c3f7b,df899348-a1fb-4bcf-ac7b-e1f5985f1da6
"From the outside, ChatGPT looked like one of the most successful product launches of all time.",Left,the-atlantic,0,0,fe56ee61-ab92-4cc4-9594-2c66139704e5,71008794-4b32-44ff-9983-2572c19a4b95
"Instead, Leesburg officials plan to join the FAA contract tower program and hope to get federal funding to help build a brick-and-mortar tower.",Lean Right,reason,0,0,baa5065c-6a01-4325-be5d-66eda312d66a,4424f4c2-4801-497b-ac5b-e24ccc8d44d3
"Skinner acknowledges that crypto is a gamble-but the promise of the future it might deliver seems, to him, magnitudes better than sticking to the status quo.",Center,wired,0,1,7e7ec406-f326-40ca-be37-04da05ecc865,465efd69-ce24-48ee-8b6c-5876915a0333
"Farmers also shared in the returns generated throughout year through the annual pooling of net sales, with a final payment made when the year’s results were tallied.",Left,alternet,0,0,633ae7da-6e80-4eca-8df1-54b514529105,37162474-606a-4421-a19a-b33d423b64dd
"Or the fact that he begins picking out the bloody needles, one by one, undoubtedly poking and prodding multiple vital organs in the process.",Lean Left,the-guardian,1,0,6eae01ed-f7cd-4f7e-bb54-282b2ca3e3d2,e2ef42ba-5dc4-46f7-8987-ff5b63155692
Aquarium-the space is perfect for a stopover if you’re out for a sunny beach day.,Left,vogue,0,0,e74ab88c-fa9f-403e-87a8-a5deae3b607d,5edcbef2-ba90-43fe-8cad-066606ad5e64
"He is the antithesis of all that Hillary represents, which is why now might be the right time for him to rebrand Hillary Clinton, permanently, once and for all.",Right,american-thinker,1,0,2ab51c7d-f95d-474b-aaa5-dd906b2887c6,87117aa8-53c9-46bd-b6aa-b87d0f5c52cf
"It’s just a different way of thinking about the landscape, and much more environmentally sensitive.",Lean Left,the-conversation,0,0,2fd31aa2-6c98-4009-a9fb-0646499c2baf,a52cf96e-a1d2-4d4c-b29e-b1e27be04643
"Held her finger over his face, rubbed his shoulder in the frame.",Lean Right,hotair,0,0,95cfb399-0796-4c4b-a473-6d4b090bc76d,37b3ee43-2035-4dae-9302-ca0395410e36
Laurie also included the biblical End Times prophecy in his sermon on Sunday.,Right,cbn,0,0,f2aa074f-cb9b-4b16-bfac-1e18863adcd7,1f69c9f4-55d6-4e75-93b9-c633043830d9
"And to say both of those God knows about, both of those are here and are true and are realities, and we just saw a grave difference in the people that were coming for vacation and the people that truly were pilgrims versus tourists.",Lean Right,christianity-today,0,1,def973f5-8af3-4429-91b4-5624be6967d0,7cdc6c25-4abd-4301-a1e9-aa870e4e1205
"Finally, he is asking Congress to include a commitment to increasing American jobs through Buy America and Ship American provisions. .",Left,alternet,0,0,5d1ccb1f-ea71-4bbe-b13c-ea43733383b6,4e75b0a8-94ac-48dc-91a0-c1518df283d2
"The hotel itself is close to the resort centre and just three minutes away from the lifts, meaning it’s easy to make the most of some morning skiing and evening apres.",Lean Left,the-independent,0,0,2417b11c-59df-49df-9592-090c94b36661,e6ecac25-5a86-44ac-9d48-1100ec8153b0
"So since we obviously have never been to a black hole, how do we know for sure, like, what happens after you cross the event horizon or what happens inside a black hole?",Center,wired,1,1,d67e332a-7b87-4298-8014-b1dd7f172d84,4a4a19ec-aba8-4a1d-a939-701532285c4b
Makini-Anderson is pictured at a food distribution event she ran in March.,Left,alternet,0,0,29269708-5a0c-47c9-b10d-acadb3fceffd,819e8380-4e20-40c4-ac6b-8b3110ad2b1b
His education in navigating the world without his eyes is an entry point into a fascinating cultural history of blindness.,Left,the-atlantic,0,0,63e6d3f2-c802-4ce9-92ec-be3080968d88,ff16d167-a7f6-4f56-959a-4d8271262d0a
"After landing, he hiked to the crash site and recovered video from the onboard cameras, the government said.",Lean Left,abc-news,0,0,a58614f0-532f-437f-a598-affd769d9246,a19a964a-1c0f-4b33-8026-141d94dc2b33
"In a show celebrated for its storytelling though clothing choices, the placement was a marketing coup.",Lean Left,the-guardian,1,0,b4ca4e8f-8038-4103-b6dc-fc7ec051f47c,f10a714b-8c6f-4a55-9600-4e36c193299a
Advertisement But the heavy hand of government is now using the same strategy to compel certain thoughts.,Right,townhall,1,0,a52c281c-6726-4b06-849c-fed037e3832b,a53e79dd-31ee-419b-9505-9d8d0de6cfd4
"Instead, the CDC tracks hospital admissions and wastewater samples, which only accounts for 40 percent of the population.",Left,salon,0,0,c43f4658-10cd-418f-a83a-e442cf275328,46943d91-eb78-4e40-9910-2aa941eb23df
"The House Reapportionment and Redistricting Committee, with little debate, voted 9-4 on Wednesday to send the congressional map to the full House for a vote.",Right,fox-news,0,0,923f4817-6c6a-429d-a681-992e649c7534,6c9505f4-d1f6-4ed7-8e64-4f5f974d9ad0
The surgery can be especially daunting when you take into account that the alteration is permanent but that beauty trends are not.,Left,vogue,0,0,734eb0be-ad16-4f46-818d-199934fc4102,0ffdf27e-f26d-45c7-bc9a-2295e67a04d5
"In Afghanistan, 99 percent do; Pakistan 84 percent; Iraq 91 percent; Egypt 74 percent; Jordan 71 percent....",Lean Left,fair,0,0,00a6f6ca-10d6-4b39-87f7-cbad710e9aef,b1908305-5a89-4804-b405-cf73eb27169f
"It goes without saying that these physical and mental effects of heat strain can cause falls and mistakes in the use of kitchen equipment, cutting tools, power tools, conveyor belts, pesticides and dangerous machinery.",Left,alternet,0,0,62f49717-f7e7-4b2f-8d1e-120156749a52,1a024a72-2931-419c-9aea-07b2cf8de130
"Take chinstrap penguins (Pygoscelis antarcticus), the adorable two-foot-plus waddling birds named for the distinctive and dignified black stripes at the bottoms of their heads, which are indigenous to the islands and shores of the Southern Pacific and Antarctic Oceans.",Left,salon,1,1,902c4cb0-a0ff-4364-bf1b-9ee2a28543b7,9ffd412b-ea44-442c-86f5-9e1ead25b56c
Government data shows a small but clear uptick in young people entering the agricultural sector over the past few years.,Center,christian-science-monitor,0,0,418f8b42-a3de-4bb9-bea6-2f508db242ef,f4bab075-0764-4253-bcfb-786d54295a05
It’s clear that Chauvin was a blood sacrifice to the mob and was denied a fair trial.,Right,the-american-spectator,1,0,30613abb-3368-4971-bf7b-581974a609b3,78a92ca3-9fb2-4364-8880-48c15fcb7a43
The private buyers who want to get into the government business have promised that farmers would get higher prices than the MSP from them.,Left,alternet,0,1,0bd840c0-f63c-47e7-bf96-cd4907a24c0b,e3528c2b-65e3-4a68-ae18-30f7ae79d0ea
Givoust Hand Crank Radio This radio runs for up to eight hours on a full charge and has a 3.5-millimeter headphone jack on the side for private listening.,Center,baltimore-sun,0,0,70200144-9898-4b6a-8708-9c3a0331fe3d,e3ee2806-c9d6-43a2-be20-554df2d0cdb7
"Recurring spirit William Knifeman (uproariously played by Dallas Goldtooth, also one of the show’s writers) often appears in Bear’s imagination to give him comically cryptic advice.",Left,huffpost,1,0,0c8cdc48-909f-4692-9f3f-babf0b5f2c4d,6159aef7-ff39-4750-b682-7a07e9785187
"Things like when you get the answer you want, hang up the phone, are super valuable.",Lean Right,christianity-today,0,0,270d821b-9a78-471b-b129-4367cab4a3ca,945d48e0-130f-492f-85e8-41565cb53cc8
"Still, it’s hard to deny a serious miscalculation, aggravated by a muddled initial response.",Lean Left,politico,1,0,4de70ea7-733a-45ea-93d3-774dcc4e312b,f1ca1871-25ee-4af7-9b0d-f219a7c552e3
"But when it came to China, Kissinger was more of a romantic than a realist.",Lean Left,politico,1,0,ab970cd9-f7ad-4da0-acb0-f4d6f0e3422d,2d8e268b-3f4d-4fc0-99d6-f6bc2d92bdba
"Judicial Watch Sues Director of National Intelligence for Records on Social Media Censorship (Washington, DC) - Judicial Watch announced today it filed a Freedom of Information Act (FOIA) lawsuit against the U.S. Office of the Director of National Intelligence (ODNI) for records concerning censorship of social media users (Judicial Watch, Inc. v. Office of the Director of National Intelligence (No.",Lean Right,judicial-watch,0,0,cbc003ea-3942-4146-9d02-67f5b5107ba8,c13122d3-06e2-42d2-b471-ce2792063c1d
"$280 at Aman Buy Loewe Chain Candle Kit $950 $950 This Loewe kit is the ultimate luxury: The brass chains attach a candle trimmer, a snuffer, and a dipper to a signature charm.",Left,new-york-magazine,0,0,ab4f56aa-85be-4fc7-9af3-9dbfe90f8891,e504b8b7-196b-46af-b863-2d17a272fdf5
The so-called document of cooperation of OPEC+ underpins the coalition and must be accepted by all group members.,Center,cnbc,1,0,b4eb0e44-4720-4137-b64d-22c99cba6b9f,660ddacc-e7fe-4de3-bfa3-60f61f3a313a
"The commission is typically between 5% and 6%, which is usually tens of thousands of dollars out of the seller’s proceeds.",Lean Left,cnn,0,0,ae962e8a-4613-4144-b6c3-dbaec351661b,818cf332-bc7a-47ae-9fb0-e7c37f457fcb
"Shop Now Brainstream Brainstream: Kitchen Gadgets $10 to $44.50 $20 - $90 Valid: 11/03/2023 to 12/16/2023  Brainstream Functional and fun, Brainstream’s gadgets make life in the home a little bit easier.",Lean Left,abc-news,0,0,c4551731-8cb6-4498-a9b8-3129a4409a40,04d8357c-de1e-4daa-abfb-4686dbbbb8de
"June, he notes, became a moody month, with warm and cold spells.",Center,christian-science-monitor,0,1,50860521-c5ca-43da-8974-3c67e7b1759f,bc6f102e-9915-48ec-a096-771042847d74
"For released Palestinians and their families, it has been both a relief and a burden knowing that the reason for their release is a war that as of Wednesday has killed more than 13,000 Palestinians in Gaza and also claimed the lives of 1,200 Israelis Oct. 7.",Center,christian-science-monitor,0,0,c5878e4a-4077-4764-84a4-6e0240f52cb1,fa3722ba-0647-4de2-89ad-0e4c4769b9bf
"In most cases, having the appendix removed can result in patients leaving the hospital in one to two days after surgery, according to the Mount Sinai Health System.",Lean Left,usa-today,0,0,7049a1e8-3c12-49fd-aab5-a2ee17150532,6d5d7518-8a6f-4248-97aa-2ab2a4e5d95d
"Spread the word in your community, share resources with friends, and be an advocate for intentional family discipleship.",Lean Right,washington-times,0,0,04695bcf-9718-47fd-a279-31b8f93c73e5,2fbd89df-7941-4635-84a6-1bcecc95c349
"Phillips included a right side profile shot of the fan wearing an Indian headdress and, from the angle the photo was taken, appearing to wear black face.",Right,wnd,0,0,5d936171-f56a-4be9-90f6-d38c1c12e6e4,7891dfdf-58c7-4594-b2e2-25456c6d8aef
"Energy throughput: This is the expected amount of total energy (in megawatt-hours) that will flow through your battery during its lifetime, determined by the manufacturer.",Center,cnet,0,0,a949aa2a-5b21-4f4f-9299-9583738b0ea8,7686c1fe-3f7b-489b-a061-656fde993bb2
"He also bemoaned dishonesty in China’s official statistics, even telling an American diplomat an alternative way to measure the Chinese economy (railway cargo volume, electricity consumption, and bank loans).",Center,christian-science-monitor,1,1,aed6e854-bd7d-4596-8f76-8d8afa05507a,e01497b0-f1c9-487d-bb2f-b79056a87d7b
"But while there is a thin veneer of due process - Palestinians can appeal their detention orders, for example - the reality is that a stunningly low number of appeals succeed, in no small part because as both local and international human rights groups have documented, neither the detainees nor their lawyers are told what evidence Israel has against them.",Left,vox,1,0,3e8257f2-7fee-4b38-b832-6c0b8e5477c1,da516822-fb10-4af9-b1c7-be0e5087aec1
"The law will go live Feb. 1, unless struck down by Mongolian President Ukhnaagiin Khürelsükh.",Center,poynter,0,0,1ecc4de6-e602-46f0-849c-d3f770c7c539,b62e9ca4-51a3-403d-b802-4857ff03c970
"For the EU as a whole, the fertility rate (the number of children the average woman will have in her lifetime) is only 1.4, well below the replacement level of 2.1.",Lean Right,washington-times,0,0,d6d577aa-7a53-45ed-8cd0-11041a741f7d,ac6a3d7f-3e62-4b8c-8bfe-97addda09fdf
But it is a distinguishing feature of the Climate Generation to recognize a shared ecological harm.,Center,christian-science-monitor,1,0,19b39bbc-1fd1-48c3-9e00-36d4419a31e8,4a71b310-3c12-4a90-a4d4-98669ed9fcb8
"If Ukraine's economy collapses, they will not be able to keep fighting, full stop.",Lean Left,abc-news,1,1,7cdc4505-47f2-4602-be5a-1edc558224e4,a7c1b895-15ca-4dcb-b2b8-d3bf4c30c71a
"That means Menendez, a former Hudson County Democratic chairman and an officeholder for the last 40 years, will need to run off-the-line in his home county if he decides to remain in the race.",Left,daily-kos,1,0,5a2ef4b1-cd12-4cc5-919e-510ad50ed38b,619648d6-88bb-4e15-a5a3-6b27a199190a
The Federal Aviation Administration can then investigate the incident and levy operators with fines and suspended pilot certifications.,Center,baltimore-sun,0,0,0bc1b1aa-0154-4910-b075-3b459088ca76,f0388651-c317-4f00-afd2-06edac3ff69e
REGEV: Why does that give you permission to accept Hamas’ numbers?,Left,alternet,1,0,a0f6c77f-21a2-4893-8728-0b4f50504603,056ec858-cdc6-4509-95b2-5785f2a31e42
Discover Financial - The stock added 1.6% after Bank of America upgraded the consumer financial services firm to buy from neutral.,Center,cnbc,0,0,8875d9de-60ec-48db-8287-91f34a3d7575,67bf0bb0-32c2-4511-8aed-8be7d7bdc10d
"In winning the gavel, Johnson, who has been in the House for less than a decade, drew together fellow Republicans through his faith, conservative roots and Trump’s nod after more seasoned leaders had failed.",Left,alternet,0,0,d0390f8c-00f3-4555-83fe-311c696d0e00,387a857b-44d2-42f4-b163-af65a0fdc3d9
This hostile climate contributed to a slump in Target’s sales and aggressive confrontations in stores.,Lean Left,the-advocate,1,0,67067380-e0c5-4bdf-bcc0-e8048424dc48,bafb8602-7edf-493e-86e0-2a60a58d0ec5
"The Food and Drug Administration early on Thursday granted accelerated approval for the combination of the two drugs Tafinlar and Mekinist for adults and children as young as six with inoperable or metastatic solid tumors with a mutation known as BRAF V600, who have exhausted other treatment options.",Right,newsmax,0,0,ee67a719-e442-4684-8fb5-0ce6bc0b2065,9eadcbdf-feca-454c-a2aa-75ee5f029ecb
"Although Salvador Allende's communist government in Chile had not yet slipped into outright authoritarianism before its overthrow by the Chilean military on September 1973, it was already on its way, and history shows that all communist regimes wind up as totalitarian states in the end, even when-unusually-they are democratically elected.",Right,washington-free-beacon,1,0,9507a4f6-727c-489f-b8ee-499b743777a8,ced902f3-511e-4fe0-b460-93269b1751d7
"The crime indicts the American people themselves, at every level, and in nearly every configuration.",Left,the-atlantic,1,0,733c4fbb-ff61-4ef9-8384-c6d982769823,18c09127-bf19-4dcd-abb3-fc1b457ef132
The two bills together are the most extensive climate disclosure laws in the United States.,Center,christian-science-monitor,0,0,3714af27-8cbe-4544-8345-6931bdb532b5,5d36dd23-a2a2-41af-b1b0-44abe828f333
This is a small step towards showing his complete body of work.,Lean Left,the-conversation,0,0,744819e2-d8c2-4675-93fe-d91e1cc88e94,b7d7d718-ce45-4d35-a34a-2b0d48c2866c
"The secret to giving a wonderful gift is the element of delight: if you can see how marvellous something is-its beauty, its function, its rarity, its cleverness, its absurdity-then so will whoever you give it to.",Left,the-new-yorker,1,1,3747cee0-686a-4441-9d94-052578ce8734,6cbf513a-1109-47fe-83e6-bd85ddb0b634
"It also makes Okta a high-profile target for hackers, who can exploit vulnerabilities or misconfigurations to gain access to a slew of other targets.",Center,cnbc,0,0,6cf3cc4e-6519-402d-8205-694e5fb13e91,64bfc87f-b7cb-41d3-8fef-ea50ebf3e3ed
Clark guided Reagan in trying to make the law more amenable to protecting unborn life.,Right,national-catholic-register,1,0,6b436b5e-e1be-40ec-b651-d9c6f35c9ce7,6331893c-e6c9-4ef4-9c4f-3332f3f49ee9
"Every morning of every weekday for 12 years, Thomas Montgomery punched in at the Dynabrade factory in Clarence, a small town in upstate New York.",Center,wired,0,0,2c739a1a-4111-4f90-9c57-1af51aed2430,99ebca38-bfe5-48ad-8100-c3275efc8d06
"The night before confirmation, and in the midst of incessant rain, Carola and Rolando, Maximiliano’s parents, began to worry because the family vehicles were not going to be able to make it to town on the muddy country roads, and the tractor they use to work the fields had broken down that same week.",Right,national-catholic-register,0,0,8ec6bf67-e864-4303-98f5-f33b457012c4,f3131907-573d-4aff-918c-6259c742dbcc
"Megan King/Global News Parkyn said her social worker and her occupational therapist ended up helping her find an accessible home, and one she can afford - under $1,000 for a one-bedroom.",Lean Left,global-news,0,0,07789d94-c525-40d4-bb6e-55c8b28324bf,ef718ab3-e1a5-433d-97d2-3a8bd94883d1
Frazer Harrison/Getty Images Bieber sparkled in a sequined-look custom-made gown by Saint Laurent.,Lean Left,abc-news,1,0,057f4a65-d0ea-4642-8325-7a5ea2658af6,818e0e54-dfec-4211-b1e2-1c5c7c985085
He drew up the lists of potential justices that Donald Trump released during the 2016 campaign.,Left,alternet,0,0,496d8528-1cfc-42a8-8b6d-c43b3d948cc4,9f18cc99-24c5-4410-bb6b-8eedc3b1b552
"Now, the department is investigating whether that cop did too damn much.",Lean Left,the-root,1,0,c86ba269-6080-41f6-a5e2-29f6a52c7fef,9494884a-fe4b-4de1-8441-b34dba747a86
You can add Michelin-starred culinary goddess Angela Hartnett and ex-Radio 1 charmbucket Nick Grimshaw to that list.,Lean Left,the-guardian,1,0,207a62c9-9057-4c1a-9828-cb23cd5ab78e,5956352b-f26c-4a76-accc-6c048473e45c
"Attention has rightly been paid to the Islamophobia industry-a loose consortium of professional far-right trolls such as Pam Geller, Frank Gaffney, Steve Emerson, Breitbart, Infowars, etc.",Lean Left,fair,1,0,1f6674ec-614e-4a11-96fb-e5bd401b76b6,726012c3-0e22-48e8-a49e-679b9d864197
"That’s how it’s presented in Promise Keepers but they also mentioned, ‘Hey, when your kids become teenagers, especially if you have boys, dads, they’re talking to the guys at this event.",Left,alternet,0,0,56c3d6da-60f8-49f6-9c35-b2506d29b2d0,5cb732ca-b404-4a32-9141-efe4a31619a2
"Rising temperatures, through their effects on metabolism, force species to adapt, move somewhere new or die.",Lean Left,the-conversation,1,1,b84f08ef-b613-40ca-9f75-37c153af9624,0d444973-0539-4d85-848a-eed290937319
"Although no one is certain of the exact date of the first Thanksgiving, we know it was a Pilgrim initiative, celebrated in November 1621 to give thanks to God after the first harvest, meager though it was, and their survival - having lost so many during that first winter in Plymouth.",Right,newsmax,0,0,7f2c1029-5c18-4e45-8d61-a6068641dcce,63b05e0b-6791-470b-8b41-c7674f513f49
